kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss
12252424,Kepler-113 b,CONFIRMED,0,0
10874614,Kepler-6 b,CONFIRMED,0,0
6541920,Kepler-11 e,CONFIRMED,0,0
7211141,Kepler-827 b,CONFIRMED,0,0
5084942,Kepler-475 b,CONFIRMED,0,0
11497958,Kepler-296 c,CONFIRMED,0,0
11497958,Kepler-296 d,CONFIRMED,0,0
11512246,Kepler-23 d,CONFIRMED,0,0
10604335,Kepler-283 b,CONFIRMED,0,0
10604335,Kepler-283 c,CONFIRMED,0,0
10864656,Kepler-432 b,CONFIRMED,0,0
10975146,Kepler-808 b,CONFIRMED,0,0
10538176,Kepler-284 b,CONFIRMED,0,0
6946199,Kepler-1744 b,CONFIRMED,0,0
11497958,Kepler-296 b,CONFIRMED,0,0
11177707,Kepler-841 b,CONFIRMED,0,0
11611600,Kepler-842 b,CONFIRMED,0,0
11254382,Kepler-843 b,CONFIRMED,0,0
11122894,Kepler-297 b,CONFIRMED,0,0
6677841,Kepler-279 c,CONFIRMED,0,0
6677841,Kepler-279 b,CONFIRMED,0,0
6677841,Kepler-279 d,CONFIRMED,0,0
6383821,Kepler-797 b,CONFIRMED,0,0
10538176,Kepler-284 c,CONFIRMED,0,0
10724369,Kepler-809 b,CONFIRMED,0,0
6541920,Kepler-11 f,CONFIRMED,0,0
10744335,Kepler-810 b,CONFIRMED,0,0
4860678,Kepler-1758 b,CONFIRMED,0,0
5177104,Kepler-904 b,CONFIRMED,0,0
8230616,Kepler-316 b,CONFIRMED,0,0
9836959,Kepler-1766 b,CONFIRMED,0,0
9838949,Kepler-935 b,CONFIRMED,0,0
9895006,Kepler-936 b,CONFIRMED,0,0
9896558,Kepler-937 b,CONFIRMED,0,0
9589323,Kepler-861 b,CONFIRMED,0,0
9823487,Kepler-1753 b,CONFIRMED,0,0
9726659,Kepler-862 b,CONFIRMED,0,0
5371776,Kepler-304 b,CONFIRMED,0,0
5371776,Kepler-304 d,CONFIRMED,0,0
5371776,Kepler-304 c,CONFIRMED,0,0
9573539,Kepler-484 b,CONFIRMED,0,0
5371776,Kepler-304 e,CONFIRMED,0,0
9886661,Kepler-905 b,CONFIRMED,0,0
10055126,Kepler-311 b,CONFIRMED,0,0
10055126,Kepler-311 c,CONFIRMED,0,0
5009743,Kepler-906 b,CONFIRMED,0,0
10015937,Kepler-1767 b,CONFIRMED,0,0
10019065,Kepler-938 b,CONFIRMED,0,0
7950644,Kepler-427 b,CONFIRMED,0,0
10080248,Kepler-939 b,CONFIRMED,0,0
10213902,Kepler-940 b,CONFIRMED,0,0
11821363,Kepler-1754 b,CONFIRMED,0,0
7629518,Kepler-863 b,CONFIRMED,0,0
10810838,Kepler-482 b,CONFIRMED,0,0
10963065,Kepler-408 b,CONFIRMED,0,0
6268648,Kepler-907 b,CONFIRMED,0,0
5357901,Kepler-425 b,CONFIRMED,0,0
4278221,Kepler-908 b,CONFIRMED,0,0
10214162,Kepler-941 b,CONFIRMED,0,0
10905746,Kepler-1651 b,CONFIRMED,0,0
8242434,Kepler-942 b,CONFIRMED,0,0
6185331,Kepler-943 b,CONFIRMED,0,0
9636135,Kepler-864 b,CONFIRMED,0,0
7841925,Kepler-865 b,CONFIRMED,0,0
5219234,Kepler-305 b,CONFIRMED,0,0
5219234,Kepler-305 c,CONFIRMED,0,0
5219234,Kepler-305 e,CONFIRMED,0,0
5219234,Kepler-305 d,CONFIRMED,0,0
9015738,Kepler-909 b,CONFIRMED,0,0
7215603,Kepler-910 b,CONFIRMED,0,0
5561278,Kepler-911 b,CONFIRMED,0,0
6387542,Kepler-912 b,CONFIRMED,0,0
6869184,Kepler-944 b,CONFIRMED,0,0
6604328,Kepler-945 b,CONFIRMED,0,0
7439316,Kepler-866 b,CONFIRMED,0,0
12400538,Kepler-867 b,CONFIRMED,0,0
5184584,Kepler-891 b,CONFIRMED,0,0
5438099,Kepler-306 c,CONFIRMED,0,0
5438099,Kepler-306 b,CONFIRMED,0,0
6543893,Kepler-913 b,CONFIRMED,0,0
6543893,Kepler-913 c,CONFIRMED,0,0
6975129,Kepler-312 c,CONFIRMED,0,0
11391018,Kepler-486 b,CONFIRMED,0,0
8685497,Kepler-914 b,CONFIRMED,0,0
4365645,Kepler-1671 b,CONFIRMED,0,0
8197343,Kepler-946 b,CONFIRMED,0,0
6786348,Kepler-947 b,CONFIRMED,0,0
6209677,Kepler-948 b,CONFIRMED,0,0
9813499,Kepler-868 b,CONFIRMED,0,0
12254792,Kepler-869 b,CONFIRMED,0,0
12020218,Kepler-870 b,CONFIRMED,0,0
7690844,Kepler-871 b,CONFIRMED,0,0
5438099,Kepler-306 d,CONFIRMED,0,0
5438099,Kepler-306 e,CONFIRMED,0,0
8009350,Kepler-892 b,CONFIRMED,0,0
8082001,Kepler-893 b,CONFIRMED,0,0
9277896,Kepler-915 b,CONFIRMED,0,0
9401997,Kepler-916 b,CONFIRMED,0,0
10686864,Kepler-917 b,CONFIRMED,0,0
9631995,Kepler-422 b,CONFIRMED,0,0
7901948,Kepler-872 b,CONFIRMED,0,0
6442377,Kepler-483 b,CONFIRMED,0,0
10004519,Kepler-894 b,CONFIRMED,0,0
5031857,Kepler-1755 b,CONFIRMED,0,0
10879038,Kepler-918 b,CONFIRMED,0,0
10990917,Kepler-919 b,CONFIRMED,0,0
11046025,Kepler-1759 b,CONFIRMED,0,0
9729691,Kepler-949 b,CONFIRMED,0,0
10904857,Kepler-488 b,CONFIRMED,0,0
8651389,Kepler-1768 b,CONFIRMED,0,0
7871954,Kepler-303 b,CONFIRMED,0,0
7871954,Kepler-303 c,CONFIRMED,0,0
12418724,Kepler-873 b,CONFIRMED,0,0
7456001,Kepler-874 b,CONFIRMED,0,0
10028792,Kepler-87 b,CONFIRMED,0,0
10028792,Kepler-87 c,CONFIRMED,0,0
5299459,Kepler-307 b,CONFIRMED,0,0
11153121,Kepler-313 b,CONFIRMED,0,0
11153121,Kepler-313 c,CONFIRMED,0,0
11177543,Kepler-1760 b,CONFIRMED,0,0
11337141,Kepler-1761 b,CONFIRMED,0,0
3967760,Kepler-317 b,CONFIRMED,0,0
3967760,Kepler-317 c,CONFIRMED,0,0
7549209,Kepler-875 b,CONFIRMED,0,0
7663405,Kepler-876 b,CONFIRMED,0,0
9765975,Kepler-877 b,CONFIRMED,0,0
9818462,Kepler-878 b,CONFIRMED,0,0
6803202,Kepler-1711 b,CONFIRMED,0,0
5299459,Kepler-307 c,CONFIRMED,0,0
9651668,Kepler-423 b,CONFIRMED,0,0
12506770,Kepler-895 b,CONFIRMED,0,0
11337372,Kepler-920 b,CONFIRMED,0,0
11337833,Kepler-921 b,CONFIRMED,0,0
11547505,Kepler-922 b,CONFIRMED,0,0
11502867,Kepler-426 b,CONFIRMED,0,0
9909735,Kepler-318 b,CONFIRMED,0,0
9909735,Kepler-318 c,CONFIRMED,0,0
11551692,Kepler-411 c,CONFIRMED,0,0
11551692,Kepler-411 b,CONFIRMED,0,0
12266636,Kepler-879 b,CONFIRMED,0,0
7869917,Kepler-880 b,CONFIRMED,0,0
9824805,Kepler-881 b,CONFIRMED,0,0
7939330,Kepler-896 b,CONFIRMED,0,0
12602568,Kepler-897 b,CONFIRMED,0,0
9941066,Kepler-898 b,CONFIRMED,0,0
5972334,Kepler-487 b,CONFIRMED,0,0
4650733,Kepler-1762 b,CONFIRMED,0,0
7831264,Kepler-116 c,CONFIRMED,0,0
7691260,Kepler-882 b,CONFIRMED,0,0
9821454,Kepler-59 c,CONFIRMED,0,0
9821454,Kepler-59 b,CONFIRMED,0,0
11954842,Kepler-883 b,CONFIRMED,0,0
5470739,Kepler-899 b,CONFIRMED,0,0
10022908,Kepler-900 b,CONFIRMED,0,0
5617854,Kepler-901 b,CONFIRMED,0,0
4932442,Kepler-923 b,CONFIRMED,0,0
5183357,Kepler-924 b,CONFIRMED,0,0
5269467,Kepler-925 b,CONFIRMED,0,0
11764462,Kepler-884 b,CONFIRMED,0,0
11656246,Kepler-885 b,CONFIRMED,0,0
7808587,Kepler-886 b,CONFIRMED,0,0
4741126,Kepler-887 b,CONFIRMED,0,0
5301750,Kepler-84 b,CONFIRMED,0,0
5301750,Kepler-84 c,CONFIRMED,0,0
5301750,Kepler-84 e,CONFIRMED,0,0
5301750,Kepler-84 d,CONFIRMED,0,0
5301750,Kepler-84 f,CONFIRMED,0,0
5526717,Kepler-926 b,CONFIRMED,0,0
5972334,Kepler-487 d,CONFIRMED,0,0
6034945,Kepler-927 b,CONFIRMED,0,0
8692861,Kepler-69 b,CONFIRMED,0,0
9480310,Kepler-1668 b,CONFIRMED,0,0
4741126,Kepler-887 c,CONFIRMED,0,0
11669125,Kepler-888 b,CONFIRMED,0,0
12159249,Kepler-889 b,CONFIRMED,0,0
5542466,Kepler-1756 b,CONFIRMED,0,0
10028140,Kepler-1757 b,CONFIRMED,0,0
6049190,Kepler-1764 b,CONFIRMED,0,0
6198999,Kepler-928 b,CONFIRMED,0,0
6310636,Kepler-929 b,CONFIRMED,0,0
6616218,Kepler-314 c,CONFIRMED,0,0
7761545,Kepler-857 b,CONFIRMED,0,0
12365184,Kepler-419 b,CONFIRMED,0,0
4770365,Kepler-1669 c,CONFIRMED,0,0
4770365,Kepler-1669 b,CONFIRMED,0,0
10748390,Kepler-3 b,CONFIRMED,0,0
11804465,Kepler-12 b,CONFIRMED,0,0
9663113,Kepler-458 c,CONFIRMED,0,0
5289854,Kepler-308 b,CONFIRMED,0,0
5289854,Kepler-308 c,CONFIRMED,0,0
10006581,Kepler-902 b,CONFIRMED,0,0
6616218,Kepler-314 b,CONFIRMED,0,0
7220429,Kepler-931 b,CONFIRMED,0,0
12406749,Kepler-1752 b,CONFIRMED,0,0
8692861,Kepler-69 c,CONFIRMED,0,0
12403119,Kepler-858 b,CONFIRMED,0,0
10027323,Kepler-309 b,CONFIRMED,0,0
10027323,Kepler-309 c,CONFIRMED,0,0
12019440,Kepler-485 b,CONFIRMED,0,0
10004738,Kepler-310 c,CONFIRMED,0,0
10004738,Kepler-310 d,CONFIRMED,0,0
7304449,Kepler-1650 b,CONFIRMED,0,0
7386827,Kepler-1765 b,CONFIRMED,0,0
7522911,Kepler-1670 b,CONFIRMED,0,0
7626370,Kepler-932 b,CONFIRMED,0,0
7703955,Kepler-315 b,CONFIRMED,0,0
7512982,Kepler-859 b,CONFIRMED,0,0
9597806,Kepler-860 b,CONFIRMED,0,0
9663113,Kepler-458 b,CONFIRMED,0,0
10004738,Kepler-310 b,CONFIRMED,0,0
5474613,Kepler-1659 c,CONFIRMED,0,0
5438757,Kepler-903 b,CONFIRMED,0,0
5438757,Kepler-903 c,CONFIRMED,0,0
5972334,Kepler-487 c,CONFIRMED,0,0
7815744,Kepler-933 b,CONFIRMED,0,0
7955580,Kepler-934 b,CONFIRMED,0,0
8230616,Kepler-316 c,CONFIRMED,0,0
7898352,Kepler-302 c,CONFIRMED,0,0
11402995,Kepler-481 b,CONFIRMED,0,0
7898352,Kepler-302 b,CONFIRMED,0,0
7951018,Kepler-890 b,CONFIRMED,0,0
7747425,Kepler-341 e,CONFIRMED,0,0
9892816,Kepler-342 b,CONFIRMED,0,0
9892816,Kepler-342 d,CONFIRMED,0,0
9836149,Kepler-66 b,CONFIRMED,0,0
4813563,Kepler-1026 b,CONFIRMED,0,0
2985767,Kepler-1063 b,CONFIRMED,0,0
2304320,Kepler-1064 b,CONFIRMED,0,0
3657758,Kepler-1065 b,CONFIRMED,0,0
9790806,Kepler-1066 b,CONFIRMED,0,0
6382217,Kepler-353 c,CONFIRMED,0,0
5375194,Kepler-964 b,CONFIRMED,0,0
6468138,Kepler-965 b,CONFIRMED,0,0
10019708,Kepler-490 b,CONFIRMED,0,0
11875734,Kepler-966 b,CONFIRMED,0,0
7046804,Kepler-492 b,CONFIRMED,0,0
7449136,Kepler-1002 b,CONFIRMED,0,0
8680979,Kepler-330 c,CONFIRMED,0,0
8680979,Kepler-330 b,CONFIRMED,0,0
9030537,Kepler-1674 b,CONFIRMED,0,0
6949061,Kepler-343 b,CONFIRMED,0,0
7269493,Kepler-1027 b,CONFIRMED,0,0
11657891,Kepler-1028 b,CONFIRMED,0,0
6305192,Kepler-494 b,CONFIRMED,0,0
6382217,Kepler-353 b,CONFIRMED,0,0
8950568,Kepler-85 b,CONFIRMED,0,0
3326377,Kepler-967 b,CONFIRMED,0,0
11601584,Kepler-324 c,CONFIRMED,0,0
11601584,Kepler-324 b,CONFIRMED,0,0
11601584,Kepler-324 d,CONFIRMED,0,0
11601584,Kepler-324 e,CONFIRMED,0,0
8689793,Kepler-1003 b,CONFIRMED,0,0
11673802,Kepler-1004 b,CONFIRMED,0,0
4263293,Kepler-331 b,CONFIRMED,0,0
4263293,Kepler-331 c,CONFIRMED,0,0
4263293,Kepler-331 d,CONFIRMED,0,0
5695524,Kepler-1774 b,CONFIRMED,0,0
6205897,Kepler-1029 b,CONFIRMED,0,0
7948784,Kepler-1778 b,CONFIRMED,0,0
9244756,Kepler-1779 b,CONFIRMED,0,0
9650808,Kepler-344 b,CONFIRMED,0,0
9650808,Kepler-344 c,CONFIRMED,0,0
8950568,Kepler-85 c,CONFIRMED,0,0
8950568,Kepler-85 d,CONFIRMED,0,0
8950568,Kepler-85 e,CONFIRMED,0,0
8804845,Kepler-1067 c,CONFIRMED,0,0
10480915,Kepler-1785 b,CONFIRMED,0,0
11709244,Kepler-325 b,CONFIRMED,0,0
11709244,Kepler-325 c,CONFIRMED,0,0
11709244,Kepler-325 d,CONFIRMED,0,0
11853878,Kepler-968 b,CONFIRMED,0,0
5728139,Kepler-433 b,CONFIRMED,0,0
7668663,Kepler-1005 b,CONFIRMED,0,0
7047922,Kepler-1006 b,CONFIRMED,0,0
9353314,Kepler-1007 b,CONFIRMED,0,0
3629967,Kepler-1775 b,CONFIRMED,0,0
9347009,Kepler-1030 b,CONFIRMED,0,0
4917596,Kepler-1032 b,CONFIRMED,0,0
11046458,Kepler-424 b,CONFIRMED,0,0
7132798,Kepler-119 b,CONFIRMED,0,0
3448130,Kepler-1786 b,CONFIRMED,0,0
9656252,Kepler-1068 b,CONFIRMED,0,0
6026438,Kepler-354 b,CONFIRMED,0,0
9471268,Kepler-326 c,CONFIRMED,0,0
9471268,Kepler-326 b,CONFIRMED,0,0
9471268,Kepler-326 d,CONFIRMED,0,0
10657406,Kepler-969 b,CONFIRMED,0,0
5526527,Kepler-970 b,CONFIRMED,0,0
8766650,Kepler-1008 b,CONFIRMED,0,0
10328393,Kepler-332 b,CONFIRMED,0,0
7094486,Kepler-1009 b,CONFIRMED,0,0
7289577,Kepler-1780 b,CONFIRMED,0,0
8543100,Kepler-1033 b,CONFIRMED,0,0
2693736,Kepler-1034 b,CONFIRMED,0,0
9412760,Kepler-345 c,CONFIRMED,0,0
9412760,Kepler-345 b,CONFIRMED,0,0
6026438,Kepler-354 d,CONFIRMED,0,0
10663396,Kepler-1069 b,CONFIRMED,0,0
11457726,Kepler-1070 b,CONFIRMED,0,0
8956206,Kepler-1071 b,CONFIRMED,0,0
9649706,Kepler-1072 b,CONFIRMED,0,0
5856571,Kepler-971 b,CONFIRMED,0,0
7765528,Kepler-972 b,CONFIRMED,0,0
11760231,Kepler-973 b,CONFIRMED,0,0
7779077,Kepler-1770 b,CONFIRMED,0,0
6046540,Kepler-74 b,CONFIRMED,0,0
5706966,Kepler-333 b,CONFIRMED,0,0
3762468,Kepler-493 b,CONFIRMED,0,0
5706966,Kepler-333 c,CONFIRMED,0,0
10130039,Kepler-334 c,CONFIRMED,0,0
10130039,Kepler-334 b,CONFIRMED,0,0
9518318,Kepler-346 b,CONFIRMED,0,0
9518318,Kepler-346 c,CONFIRMED,0,0
7273277,Kepler-1035 b,CONFIRMED,0,0
11769890,Kepler-1036 b,CONFIRMED,0,0
6862721,Kepler-1781 b,CONFIRMED,0,0
12301181,Kepler-1076 b,CONFIRMED,0,0
9279354,Kepler-1788 b,CONFIRMED,0,0
6774880,Kepler-1077 b,CONFIRMED,0,0
3937519,Kepler-495 b,CONFIRMED,0,0
7449541,Kepler-1078 b,CONFIRMED,0,0
5080636,Kepler-974 b,CONFIRMED,0,0
3338885,Kepler-975 b,CONFIRMED,0,0
6776401,Kepler-977 b,CONFIRMED,0,0
10130039,Kepler-334 d,CONFIRMED,0,0
8226050,Kepler-1010 b,CONFIRMED,0,0
9965957,Kepler-1011 b,CONFIRMED,0,0
9704384,Kepler-1012 b,CONFIRMED,0,0
8426567,Kepler-1013 b,CONFIRMED,0,0
10094670,Kepler-1677 b,CONFIRMED,0,0
8142942,Kepler-1782 b,CONFIRMED,0,0
8257205,Kepler-1038 b,CONFIRMED,0,0
9044228,Kepler-1039 b,CONFIRMED,0,0
7265298,Kepler-355 c,CONFIRMED,0,0
7265298,Kepler-355 b,CONFIRMED,0,0
7132798,Kepler-119 c,CONFIRMED,0,0
2307415,Kepler-356 c,CONFIRMED,0,0
7430034,Kepler-978 b,CONFIRMED,0,0
9735426,Kepler-979 b,CONFIRMED,0,0
8826168,Kepler-980 b,CONFIRMED,0,0
10464050,Kepler-981 b,CONFIRMED,0,0
9763348,Kepler-982 b,CONFIRMED,0,0
9101496,Kepler-335 b,CONFIRMED,0,0
6037581,Kepler-336 d,CONFIRMED,0,0
10723750,Kepler-117 c,CONFIRMED,0,0
6037581,Kepler-336 c,CONFIRMED,0,0
6037581,Kepler-336 b,CONFIRMED,0,0
10779233,Kepler-1040 b,CONFIRMED,0,0
11614617,Kepler-1041 b,CONFIRMED,0,0
11450414,Kepler-347 b,CONFIRMED,0,0
4736569,Kepler-1042 b,CONFIRMED,0,0
10384798,Kepler-1043 b,CONFIRMED,0,0
2307415,Kepler-356 b,CONFIRMED,0,0
3128552,Kepler-1073 b,CONFIRMED,0,0
10134152,Kepler-1787 b,CONFIRMED,0,0
9573685,Kepler-1074 b,CONFIRMED,0,0
10329835,Kepler-1075 b,CONFIRMED,0,0
6849046,Kepler-491 b,CONFIRMED,0,0
8804397,Kepler-983 b,CONFIRMED,0,0
9662811,Kepler-984 b,CONFIRMED,0,0
11297236,Kepler-1771 b,CONFIRMED,0,0
10074466,Kepler-1776 b,CONFIRMED,0,0
8218379,Kepler-1014 b,CONFIRMED,0,0
7755636,Kepler-1015 b,CONFIRMED,0,0
9411166,Kepler-1016 b,CONFIRMED,0,0
4989057,Kepler-1017 b,CONFIRMED,0,0
9834040,Kepler-1044 b,CONFIRMED,0,0
6152974,Kepler-118 c,CONFIRMED,0,0
8802693,Kepler-1045 b,CONFIRMED,0,0
6061773,Kepler-1783 b,CONFIRMED,0,0
10024701,Kepler-1046 b,CONFIRMED,0,0
3239671,Kepler-1678 b,CONFIRMED,0,0
9304101,Kepler-1079 b,CONFIRMED,0,0
11360571,Kepler-1080 b,CONFIRMED,0,0
6035124,Kepler-1081 b,CONFIRMED,0,0
8160953,Kepler-985 b,CONFIRMED,0,0
4157325,Kepler-416 b,CONFIRMED,0,0
4157325,Kepler-416 c,CONFIRMED,0,0
9955598,Kepler-409 b,CONFIRMED,0,0
10723750,Kepler-117 b,CONFIRMED,0,0
5770074,Kepler-1675 b,CONFIRMED,0,0
10136549,Kepler-337 c,CONFIRMED,0,0
12154526,Kepler-1047 b,CONFIRMED,0,0
6665512,Kepler-1048 b,CONFIRMED,0,0
10525027,Kepler-1049 b,CONFIRMED,0,0
11069176,Kepler-1050 b,CONFIRMED,0,0
10005758,Kepler-1662 b,CONFIRMED,0,0
5864975,Kepler-950 b,CONFIRMED,0,0
2975770,Kepler-951 b,CONFIRMED,0,0
7877496,Kepler-412 b,CONFIRMED,0,1
7286173,Kepler-986 b,CONFIRMED,0,0
11126381,Kepler-1673 b,CONFIRMED,0,0
4149450,Kepler-1772 b,CONFIRMED,0,0
10136549,Kepler-337 b,CONFIRMED,0,0
5511081,Kepler-338 b,CONFIRMED,0,0
5511081,Kepler-338 c,CONFIRMED,0,0
5511081,Kepler-338 d,CONFIRMED,0,0
5511081,Kepler-338 e,CONFIRMED,0,0
10978763,Kepler-339 b,CONFIRMED,0,0
11069176,Kepler-1050 c,CONFIRMED,0,0
6152974,Kepler-118 b,CONFIRMED,0,0
5631630,Kepler-1051 b,CONFIRMED,0,0
6504954,Kepler-952 b,CONFIRMED,0,0
9410930,Kepler-41 b,CONFIRMED,0,1
10676014,Kepler-954 b,CONFIRMED,0,0
9520838,Kepler-987 b,CONFIRMED,0,0
8167996,Kepler-327 b,CONFIRMED,0,0
8167996,Kepler-327 d,CONFIRMED,0,0
8167996,Kepler-327 c,CONFIRMED,0,0
6773862,Kepler-988 b,CONFIRMED,0,0
10978763,Kepler-339 d,CONFIRMED,0,0
10978763,Kepler-339 c,CONFIRMED,0,0
5202905,Kepler-340 c,CONFIRMED,0,0
9072190,Kepler-1018 b,CONFIRMED,0,0
5384079,Kepler-348 b,CONFIRMED,0,0
9839821,Kepler-1052 b,CONFIRMED,0,0
4056616,Kepler-1053 b,CONFIRMED,0,0
8492026,Kepler-1054 b,CONFIRMED,0,0
11017901,Kepler-447 b,CONFIRMED,0,0
5088591,Kepler-955 b,CONFIRMED,0,0
11298298,Kepler-956 b,CONFIRMED,0,0
10187159,Kepler-989 b,CONFIRMED,0,0
10619192,Kepler-17 b,CONFIRMED,0,1
4939346,Kepler-328 c,CONFIRMED,0,0
10190777,Kepler-1019 b,CONFIRMED,0,0
9651234,Kepler-1020 b,CONFIRMED,0,0
7045496,Kepler-1021 b,CONFIRMED,0,0
8750043,Kepler-1055 b,CONFIRMED,0,0
9973109,Kepler-1056 b,CONFIRMED,0,0
6226290,Kepler-1057 b,CONFIRMED,0,0
9595827,Kepler-71 b,CONFIRMED,0,0
9349482,Kepler-1058 b,CONFIRMED,0,0
4644952,Kepler-319 c,CONFIRMED,0,0
2987027,Kepler-489 b,CONFIRMED,0,0
4644952,Kepler-319 d,CONFIRMED,0,0
4644952,Kepler-319 b,CONFIRMED,0,0
8978528,Kepler-329 c,CONFIRMED,0,0
8978528,Kepler-329 b,CONFIRMED,0,0
9967771,Kepler-990 b,CONFIRMED,0,0
11622600,Kepler-991 b,CONFIRMED,0,0
10454632,Kepler-992 b,CONFIRMED,0,0
10005788,Kepler-1022 b,CONFIRMED,0,0
2438513,Kepler-1777 b,CONFIRMED,0,0
6356207,Kepler-1059 b,CONFIRMED,0,0
8564674,Kepler-349 b,CONFIRMED,0,0
8564674,Kepler-349 c,CONFIRMED,0,0
8578780,Kepler-1784 b,CONFIRMED,0,0
4544907,Kepler-1060 b,CONFIRMED,0,0
7761918,Kepler-1769 b,CONFIRMED,0,0
8240797,Kepler-321 c,CONFIRMED,0,0
8240797,Kepler-321 b,CONFIRMED,0,0
9455325,Kepler-958 b,CONFIRMED,0,0
3098810,Kepler-1773 b,CONFIRMED,0,0
8367644,Kepler-993 b,CONFIRMED,0,0
10332883,Kepler-994 b,CONFIRMED,0,0
9305831,Kepler-44 b,CONFIRMED,0,0
11656918,Kepler-1023 b,CONFIRMED,0,0
4636578,Kepler-350 c,CONFIRMED,0,0
4636578,Kepler-350 d,CONFIRMED,0,0
4636578,Kepler-350 b,CONFIRMED,0,0
11923284,Kepler-1061 b,CONFIRMED,0,0
5621125,Kepler-959 b,CONFIRMED,0,0
9872283,Kepler-960 b,CONFIRMED,0,0
7870032,Kepler-961 b,CONFIRMED,0,0
9597058,Kepler-962 b,CONFIRMED,0,0
4035640,Kepler-995 b,CONFIRMED,0,0
6205228,Kepler-996 b,CONFIRMED,0,0
11758544,Kepler-997 b,CONFIRMED,0,0
3118797,Kepler-1024 b,CONFIRMED,0,0
7747425,Kepler-341 c,CONFIRMED,0,0
7747425,Kepler-341 d,CONFIRMED,0,0
7747425,Kepler-341 b,CONFIRMED,0,0
7102316,Kepler-351 c,CONFIRMED,0,0
7102316,Kepler-351 b,CONFIRMED,0,0
9489524,Kepler-352 c,CONFIRMED,0,0
9489524,Kepler-352 b,CONFIRMED,0,0
5940165,Kepler-1062 b,CONFIRMED,0,0
8277797,Kepler-322 c,CONFIRMED,0,0
8277797,Kepler-322 b,CONFIRMED,0,0
5124667,Kepler-1672 b,CONFIRMED,0,0
2989404,Kepler-323 c,CONFIRMED,0,0
2989404,Kepler-323 b,CONFIRMED,0,0
11413812,Kepler-998 b,CONFIRMED,0,0
9549648,Kepler-999 b,CONFIRMED,0,0
10063802,Kepler-1000 b,CONFIRMED,0,0
11074178,Kepler-1001 b,CONFIRMED,0,0
11074178,Kepler-1001 c,CONFIRMED,0,0
5942808,Kepler-1814 b,CONFIRMED,0,0
6206214,Kepler-1158 b,CONFIRMED,0,0
8959839,Kepler-1159 b,CONFIRMED,0,0
7672097,Kepler-1160 b,CONFIRMED,0,0
5599774,Kepler-1195 b,CONFIRMED,0,0
8099138,Kepler-1196 b,CONFIRMED,0,0
7033233,Kepler-1197 b,CONFIRMED,0,0
6383785,Kepler-501 c,CONFIRMED,0,0
9411412,Kepler-1096 b,CONFIRMED,0,0
7008211,Kepler-1097 b,CONFIRMED,0,0
7620413,Kepler-1098 b,CONFIRMED,0,0
4545187,Kepler-121 b,CONFIRMED,0,0
10854546,Kepler-1099 b,CONFIRMED,0,0
11774991,Kepler-367 b,CONFIRMED,0,0
11774991,Kepler-367 c,CONFIRMED,0,0
8261920,Kepler-1802 c,CONFIRMED,0,0
8261920,Kepler-1802 b,CONFIRMED,0,0
9112931,Kepler-1161 b,CONFIRMED,0,0
9071593,Kepler-1162 b,CONFIRMED,0,0
8126558,Kepler-1815 b,CONFIRMED,0,0
11811193,Kepler-1163 b,CONFIRMED,0,0
3734418,Kepler-1164 b,CONFIRMED,0,0
8681734,Kepler-1198 b,CONFIRMED,0,0
10212441,Kepler-1199 b,CONFIRMED,0,0
8247771,Kepler-1200 b,CONFIRMED,0,0
8165946,Kepler-1100 b,CONFIRMED,0,0
12017109,Kepler-1679 b,CONFIRMED,0,0
9225395,Kepler-1101 b,CONFIRMED,0,0
10709622,Kepler-1102 b,CONFIRMED,0,0
11499228,Kepler-1103 b,CONFIRMED,0,0
9022166,Kepler-368 b,CONFIRMED,0,0
10965588,Kepler-1132 b,CONFIRMED,0,0
10670119,Kepler-369 c,CONFIRMED,0,0
10670119,Kepler-369 b,CONFIRMED,0,0
8491277,Kepler-498 b,CONFIRMED,0,0
8613535,Kepler-1165 c,CONFIRMED,0,0
12256520,Kepler-1166 b,CONFIRMED,0,0
5629538,Kepler-1201 b,CONFIRMED,0,0
8561231,Kepler-1202 b,CONFIRMED,0,0
8235924,Kepler-1203 b,CONFIRMED,0,0
6941084,Kepler-1204 b,CONFIRMED,0,0
6200235,Kepler-1205 b,CONFIRMED,0,0
11460462,Kepler-1104 b,CONFIRMED,0,0
8612275,Kepler-360 b,CONFIRMED,0,0
8612275,Kepler-360 c,CONFIRMED,0,0
7207061,Kepler-417 c,CONFIRMED,0,0
4545187,Kepler-121 c,CONFIRMED,0,0
7286911,Kepler-1133 b,CONFIRMED,0,0
8591173,Kepler-1804 b,CONFIRMED,0,0
6962109,Kepler-1134 b,CONFIRMED,0,0
5706595,Kepler-370 c,CONFIRMED,0,0
5706595,Kepler-370 b,CONFIRMED,0,0
10489345,Kepler-1167 b,CONFIRMED,0,0
10329469,Kepler-1168 b,CONFIRMED,0,0
9717943,Kepler-1169 b,CONFIRMED,0,0
8026752,Kepler-502 b,CONFIRMED,0,0
1872821,Kepler-1828 b,CONFIRMED,0,0
8013439,Kepler-381 c,CONFIRMED,0,0
8013439,Kepler-381 b,CONFIRMED,0,0
8013439,Kepler-381 d,CONFIRMED,0,0
7207061,Kepler-417 b,CONFIRMED,0,0
6921944,Kepler-1105 b,CONFIRMED,0,0
9532052,Kepler-67 b,CONFIRMED,0,0
8164012,Kepler-1106 b,CONFIRMED,0,0
