kepid,kepler_name,koi_disposition,koi_period,koi_time0bk
10797460,Kepler-227 b,CONFIRMED,9.488035570,170.5387500
10797460,Kepler-227 c,CONFIRMED,54.418382700,162.5138400
10811496,,CANDIDATE,19.899139950,175.8502520
10848459,,FALSE POSITIVE,1.736952453,170.3075650
10854555,Kepler-664 b,CONFIRMED,2.525591777,171.5955500
10872983,Kepler-228 d,CONFIRMED,11.094320540,171.2011600
10872983,Kepler-228 c,CONFIRMED,4.134435120,172.9793700
10872983,Kepler-228 b,CONFIRMED,2.566588970,179.5543700
6721123,,FALSE POSITIVE,7.361789580,132.2505300
10910878,Kepler-229 c,CONFIRMED,16.068646740,173.6219370
11446443,Kepler-1 b,CONFIRMED,2.470613377,122.7633050
10666592,Kepler-2 b,CONFIRMED,2.204735417,121.3585417
6922244,Kepler-8 b,CONFIRMED,3.522498429,121.1194228
10984090,Kepler-466 c,CONFIRMED,3.709214104,133.9831800
10419211,,FALSE POSITIVE,11.521446064,170.8396880
10464078,,FALSE POSITIVE,19.403937760,172.4842530
10480982,,FALSE POSITIVE,19.221388942,184.5521637
10485250,,FALSE POSITIVE,16.469837740,180.8817610
10526549,Kepler-660 b,CONFIRMED,9.273581730,173.2581550
10583066,Kepler-661 b,CONFIRMED,6.029303290,171.6029590
10583180,,FALSE POSITIVE,2.696370652,170.7376900
10601284,Kepler-226 c,CONFIRMED,5.349553819,171.8069400
10601284,Kepler-226 b,CONFIRMED,3.941052210,136.0866200
10601284,Kepler-226 d,CONFIRMED,8.109048070,132.8031000
2306756,,FALSE POSITIVE,386.603052800,166.3420790
10662202,Kepler-662 b,CONFIRMED,21.676991930,171.5359400
10682541,Kepler-663 b,CONFIRMED,4.996779680,171.7420800
11460018,Kepler-671 b,CONFIRMED,4.280963604,171.8965900
11463211,,FALSE POSITIVE,1.506354090,170.9980640
11465813,,FALSE POSITIVE,670.645531000,209.0435500
11493732,,FALSE POSITIVE,61.256362800,173.8382600
11507101,Kepler-672 b,CONFIRMED,38.377548600,172.8204800
10910878,Kepler-229 d,CONFIRMED,41.197255020,165.0040400
10910878,Kepler-229 b,CONFIRMED,6.252962249,171.3012600
10987985,Kepler-665 b,CONFIRMED,16.013084190,176.3608000
11018648,Kepler-230 b,CONFIRMED,32.628766720,194.1019000
11018648,Kepler-230 c,CONFIRMED,91.773286200,193.8378000
11138155,,CANDIDATE,4.959319244,172.2585292
11152159,,FALSE POSITIVE,2.701287801,170.6957900
11153539,Kepler-666 b,CONFIRMED,4.498765110,171.3490500
11242721,,FALSE POSITIVE,19.651209505,179.4019810
9579641,Kepler-105 b,CONFIRMED,5.412203927,133.1430890
11304958,Kepler-667 b,CONFIRMED,41.439586620,208.9320300
11391957,Kepler-668 b,CONFIRMED,8.353895230,171.6325700
11403044,Kepler-669 b,CONFIRMED,4.125543472,169.7525850
11414511,Kepler-670 b,CONFIRMED,2.816504904,170.9676846
11442465,,FALSE POSITIVE,33.933734470,186.6760800
12110942,Kepler-680 b,CONFIRMED,3.689920099,170.3657100
12366084,Kepler-232 b,CONFIRMED,4.431238488,171.0150000
12366084,Kepler-232 c,CONFIRMED,11.379369860,133.8499200
12404086,Kepler-681 b,CONFIRMED,26.394328970,176.0545900
8395660,Kepler-106 c,CONFIRMED,13.570782810,136.2791940
9579641,Kepler-105 c,CONFIRMED,7.125943870,139.0049200
11656840,,FALSE POSITIVE,7.442652004,169.9717797
11754553,Kepler-52 c,CONFIRMED,16.384899880,172.7278200
11754553,Kepler-52 b,CONFIRMED,7.877416300,176.3759000
11754553,Kepler-52 d,CONFIRMED,36.445400100,151.6012500
11812062,Kepler-673 b,CONFIRMED,3.728732147,171.7932550
11818800,,CANDIDATE,40.419503700,173.5646900
11853255,Kepler-674 b,CONFIRMED,2.243380573,170.6792330
11909839,,FALSE POSITIVE,10.405998015,177.1974660
11918099,Kepler-675 b,CONFIRMED,2.337437946,171.7619820
11918099,,CANDIDATE,7.240661200,137.7554500
9579641,,CANDIDATE,3.435916310,132.6624000
11923270,Kepler-676 b,CONFIRMED,11.598222330,180.3953760
11960862,Kepler-677 b,CONFIRMED,6.575315881,173.6340440
12020329,Kepler-678 b,CONFIRMED,7.275040844,169.9942170
12066335,Kepler-231 c,CONFIRMED,19.271538920,186.7709300
12066335,Kepler-231 b,CONFIRMED,10.065243170,136.2890600
12070811,Kepler-679 b,CONFIRMED,12.393565100,178.7472500
8395660,Kepler-106 e,CONFIRMED,43.844397210,151.9353800
3120431,,FALSE POSITIVE,3.341913228,171.6394300
3246984,,FALSE POSITIVE,1.626630225,169.8201710
3342970,Kepler-234 b,CONFIRMED,2.711504086,170.0341700
3342970,Kepler-234 c,CONFIRMED,7.212037480,172.8178200
12459725,,FALSE POSITIVE,14.179818700,171.5023700
12470844,Kepler-233 b,CONFIRMED,8.472379110,174.1621200
12470844,Kepler-233 c,CONFIRMED,60.418936900,181.1636700
12644822,Kepler-682 b,CONFIRMED,12.611904345,180.8922840
2440757,,FALSE POSITIVE,1.433769925,170.4035360
2445129,,FALSE POSITIVE,10.318723010,173.3154300
2713049,Kepler-683 b,CONFIRMED,2.539183147,169.6749400
3114167,Kepler-684 b,CONFIRMED,6.770300385,170.5766200
3114661,,FALSE POSITIVE,0.444291966,169.8654060
3115833,,CANDIDATE,10.181584004,177.1418910
4139816,Kepler-235 d,CONFIRMED,20.060363360,147.4655400
4139816,Kepler-235 e,CONFIRMED,46.184203900,165.2372900
8395660,Kepler-106 d,CONFIRMED,23.980085400,147.5370000
4139816,Kepler-235 c,CONFIRMED,7.825021680,136.5499500
4275191,Kepler-688 b,CONFIRMED,3.895936525,170.5275520
4476123,Kepler-689 b,CONFIRMED,22.366464660,175.4586200
3351888,Kepler-685 b,CONFIRMED,1.625522174,170.8266564
3453214,,CANDIDATE,19.620346923,181.8818190
3554600,,FALSE POSITIVE,7.544039000,171.7982000
3641726,Kepler-1727 b,CONFIRMED,9.029306890,177.2042200
3734868,,FALSE POSITIVE,10.328035714,174.5810540
3832474,Kepler-30 d,CONFIRMED,143.206304700,154.2355200
8395660,Kepler-106 b,CONFIRMED,6.164876000,135.6391600
3832474,Kepler-30 c,CONFIRMED,60.324942160,243.8925780
3832474,Kepler-30 b,CONFIRMED,29.159861500,150.6992200
3836375,,FALSE POSITIVE,1.540397253,170.5047900
3838486,,FALSE POSITIVE,2.990254430,171.9834000
3935914,Kepler-686 b,CONFIRMED,1.594745374,170.6483505
3940418,Kepler-1728 b,CONFIRMED,4.783002698,170.5084340
4049131,Kepler-687 b,CONFIRMED,20.505889210,181.4342800
4139816,Kepler-235 b,CONFIRMED,3.340218842,171.9790620
5287983,,FALSE POSITIVE,2.507089906,171.0024550
5358241,Kepler-53 b,CONFIRMED,18.649327280,174.7710000
10875245,Kepler-107 c,CONFIRMED,4.901449760,138.6054800
5358241,Kepler-53 d,CONFIRMED,9.751921010,138.7860800
5358241,Kepler-53 c,CONFIRMED,38.557654600,163.8506300
5358624,Kepler-428 b,CONFIRMED,3.525632539,170.0479951
4544670,,CANDIDATE,34.843986440,172.6332520
4664847,Kepler-690 b,CONFIRMED,7.748094239,174.9972060
4725681,Kepler-236 c,CONFIRMED,23.967936690,186.2218200
4725681,Kepler-236 b,CONFIRMED,8.295617380,135.7928400
4913852,Kepler-691 b,CONFIRMED,8.114374820,176.3396800
4932348,,FALSE POSITIVE,38.036729482,196.9349470
4936180,,CANDIDATE,4.640900310,173.6463800
11913073,,FALSE POSITIVE,3.747838198,171.6650400
10875245,Kepler-107 e,CONFIRMED,14.749148250,138.7779900
5021899,Kepler-692 b,CONFIRMED,21.812959960,174.0108500
5077629,,FALSE POSITIVE,7.919369370,172.1810920
5115978,,CANDIDATE,1.028436523,170.2285820
5164255,Kepler-693 b,CONFIRMED,15.375623690,173.6140200
5252423,Kepler-237 c,CONFIRMED,8.103632710,176.9486000
5252423,Kepler-237 b,CONFIRMED,4.715108430,134.9617800
5272878,Kepler-694 b,CONFIRMED,6.365839713,171.1357500
5283542,,FALSE POSITIVE,5.975817540,174.7760200
5649215,,FALSE POSITIVE,2.446737317,170.6695100
5651104,Kepler-695 b,CONFIRMED,3.040330460,169.9490106
5792202,Kepler-27 b,CONFIRMED,15.335286750,174.0027800
10875245,Kepler-107 d,CONFIRMED,7.958253280,137.8021900
5792202,Kepler-27 c,CONFIRMED,31.330461350,153.4303100
5370302,,FALSE POSITIVE,3.904342500,173.3937340
5372966,,FALSE POSITIVE,9.286358079,171.8214689
5376067,,FALSE POSITIVE,3.951405455,173.2761250
5436502,Kepler-238 e,CONFIRMED,23.653694150,171.3761070
5436502,Kepler-238 d,CONFIRMED,13.233522140,140.3219600
5436502,Kepler-238 c,CONFIRMED,6.155602850,134.8165600
5436502,Kepler-238 b,CONFIRMED,2.090811305,134.1746200
10875245,Kepler-107 b,CONFIRMED,3.180027898,133.4986300
5436502,Kepler-238 f,CONFIRMED,50.446741700,178.5014000
5456651,Kepler-239 b,CONFIRMED,11.763071640,180.9361300
5456651,Kepler-239 c,CONFIRMED,56.227927100,132.2925900
5481416,,FALSE POSITIVE,2.384052875,171.5836200
5531576,Kepler-240 c,CONFIRMED,7.953547000,174.6622400
5531576,Kepler-240 b,CONFIRMED,4.144516560,135.9283100
5534814,,FALSE POSITIVE,4.859386384,173.0114690
6291653,Kepler-702 b,CONFIRMED,10.526294577,176.5224620
6392727,Kepler-703 b,CONFIRMED,4.583520948,169.9739720
6422070,Kepler-704 b,CONFIRMED,3.761818430,171.9036400
6428700,Kepler-242 b,CONFIRMED,8.203969580,169.6913800
6428700,Kepler-242 c,CONFIRMED,14.496451860,143.4165900
5792202,Kepler-27 d,CONFIRMED,6.546261490,133.8596400
5794379,Kepler-241 b,CONFIRMED,12.718098660,175.3552600
5794379,Kepler-241 c,CONFIRMED,36.065881630,198.5842300
5881688,Kepler-696 b,CONFIRMED,4.190425659,171.4412200
6022556,Kepler-697 b,CONFIRMED,3.709870784,171.9879820
6032497,Kepler-698 b,CONFIRMED,16.329752700,177.2950600
6061119,Kepler-699 b,CONFIRMED,27.807566216,186.7135520
6191521,Kepler-700 b,CONFIRMED,80.872346900,203.8950000
6267425,,FALSE POSITIVE,3.166465862,172.0026270
3531558,Kepler-467 b,CONFIRMED,24.993243190,138.6816700
6276477,Kepler-701 b,CONFIRMED,10.355331160,170.9372900
6863998,Kepler-709 b,CONFIRMED,16.085189370,180.2831900
6867155,,CANDIDATE,235.998639900,208.3998220
6948054,Kepler-245 b,CONFIRMED,7.490183050,174.9503700
6948054,Kepler-245 d,CONFIRMED,36.276123800,201.2869000
6948054,Kepler-245 c,CONFIRMED,17.460879310,137.2659400
6435936,Kepler-705 b,CONFIRMED,56.056075400,201.1657800
6522242,Kepler-706 b,CONFIRMED,41.408316686,195.7874500
6526710,,CANDIDATE,39.748930770,172.8546440
6587280,Kepler-243 b,CONFIRMED,5.715425977,174.8793100
9471974,Kepler-108 b,CONFIRMED,49.183941850,141.9119240
6587280,Kepler-243 c,CONFIRMED,20.026141200,146.9110900
6599919,,CANDIDATE,13.610148190,173.9873190
6675056,,FALSE POSITIVE,10.443319910,175.4046000
6685526,Kepler-707 b,CONFIRMED,2.237489571,170.8191400
6756669,,FALSE POSITIVE,5.851520671,173.8228336
6784235,Kepler-708 b,CONFIRMED,3.167893418,172.1479590
6849310,Kepler-244 b,CONFIRMED,4.311780262,173.5764830
6849310,Kepler-244 d,CONFIRMED,20.050449400,188.0882100
6849310,Kepler-244 c,CONFIRMED,9.767345030,186.5771800
6862328,,CANDIDATE,119.020704400,222.2364920
9471974,Kepler-108 c,CONFIRMED,190.320046800,312.6849800
6862603,,FALSE POSITIVE,2.861159894,171.6481060
7366258,Kepler-82 b,CONFIRMED,26.444393370,194.1207400
7366258,Kepler-82 c,CONFIRMED,51.539979720,174.0550110
7366258,Kepler-82 e,CONFIRMED,5.902245782,136.7839300
7366258,Kepler-82 d,CONFIRMED,2.382951591,135.0808410
7373451,Kepler-712 b,CONFIRMED,21.022506080,207.6759300
6948054,Kepler-245 e,CONFIRMED,3.219814777,133.0040600
6949607,Kepler-28 b,CONFIRMED,5.912273234,172.1840120
6949607,Kepler-28 c,CONFIRMED,8.985819010,175.6841800
7031517,,CANDIDATE,12.940668656,179.4230140
11869052,,FALSE POSITIVE,20.545237500,137.9139400
7109675,Kepler-46 b,CONFIRMED,33.601233710,186.6803430
7109675,Kepler-46 d,CONFIRMED,6.766529280,138.0637000
7118364,Kepler-710 b,CONFIRMED,4.347288783,172.2334300
7134976,Kepler-246 b,CONFIRMED,4.601811819,169.9810800
7134976,Kepler-246 c,CONFIRMED,11.187199050,137.1781400
7135852,Kepler-1729 b,CONFIRMED,4.220965778,170.6224330
7270230,,FALSE POSITIVE,6.998099523,171.8989130
7287995,Kepler-81 b,CONFIRMED,5.954899930,170.9558710
7287995,Kepler-81 c,CONFIRMED,12.039874880,181.2253600
7287995,Kepler-81 d,CONFIRMED,20.837628950,132.0848800
3247396,,FALSE POSITIVE,8.811102200,136.4568000
7303253,Kepler-711 b,CONFIRMED,23.589171430,173.8199400
5094751,Kepler-109 b,CONFIRMED,6.481633073,122.9776570
7678434,Kepler-716 b,CONFIRMED,10.371689280,172.6172900
7678434,Kepler-716 c,CONFIRMED,3.969962980,137.7544700
7685981,Kepler-717 b,CONFIRMED,4.408413310,172.1858200
7708215,,FALSE POSITIVE,7.942617600,174.5256300
7373451,Kepler-712 c,CONFIRMED,226.890477500,207.3597100
7377033,,FALSE POSITIVE,1.956811408,170.6942080
7380537,,CANDIDATE,2.688899233,170.1020904
7434875,Kepler-247 c,CONFIRMED,9.439459486,177.1860960
8349582,Kepler-95 b,CONFIRMED,11.523067458,131.9690550
7434875,Kepler-247 d,CONFIRMED,20.477488430,178.6678600
7434875,Kepler-247 b,CONFIRMED,3.336123113,135.3162300
7455287,Kepler-54 b,CONFIRMED,8.010784560,170.2073900
7455287,Kepler-54 c,CONFIRMED,12.071342050,143.4594800
7455287,Kepler-54 d,CONFIRMED,20.995878720,152.3155400
7458762,Kepler-713 b,CONFIRMED,7.411131770,175.3475400
7552344,,FALSE POSITIVE,1.000747038,169.9742290
757450,Kepler-75 b,CONFIRMED,8.884922995,169.9916860
7585481,Kepler-714 b,CONFIRMED,8.098889060,176.6237310
7663691,Kepler-715 b,CONFIRMED,10.006530120,176.9689800
5812701,Kepler-448 b,CONFIRMED,17.855221681,146.5964660
8013419,,CANDIDATE,12.732624065,176.9390540
8018547,,CANDIDATE,83.924940320,236.7633400
8039892,Kepler-719 b,CONFIRMED,5.007316661,173.4339970
8150320,Kepler-55 d,CONFIRMED,2.211116989,170.1501390
8150320,Kepler-55 b,CONFIRMED,27.954133700,178.7379100
11086270,Kepler-110 b,CONFIRMED,12.691043870,137.1259400
7767559,,FALSE POSITIVE,4.409409243,171.8943300
7825899,Kepler-248 c,CONFIRMED,16.239470960,175.5699070
7825899,Kepler-248 b,CONFIRMED,6.308201629,174.0476610
7849854,Kepler-718 b,CONFIRMED,2.052349884,169.8906220
7870390,Kepler-83 b,CONFIRMED,9.770448600,175.7137200
7870390,Kepler-83 d,CONFIRMED,5.169804269,172.6315300
5094751,Kepler-109 c,CONFIRMED,21.222611950,137.5740300
7870390,Kepler-83 c,CONFIRMED,20.090170370,147.9778800
7907423,Kepler-249 c,CONFIRMED,7.113732570,174.3235100
7907423,Kepler-249 b,CONFIRMED,3.306551643,134.3721100
7907423,Kepler-249 d,CONFIRMED,15.368457370,147.3896500
7938496,Kepler-1730 b,CONFIRMED,13.810203180,172.3353300
8490993,Kepler-722 b,CONFIRMED,4.093578461,171.0095400
8490993,Kepler-722 c,CONFIRMED,105.145959000,178.3670000
8505670,Kepler-252 c,CONFIRMED,10.848451800,171.8058400
8505670,Kepler-252 b,CONFIRMED,6.668332410,137.4398800
8544996,Kepler-723 b,CONFIRMED,4.082274889,169.6375652
8552202,,CANDIDATE,3.886655224,169.7381400
8150320,Kepler-55 c,CONFIRMED,42.140608900,139.0604000
8150320,Kepler-55 e,CONFIRMED,4.617490562,135.0490900
8150320,Kepler-55 f,CONFIRMED,10.198492550,137.9206700
8180063,,FALSE POSITIVE,5.795063956,172.6974670
8226994,Kepler-250 c,CONFIRMED,7.156815520,174.1351100
8226994,Kepler-250 d,CONFIRMED,17.648308510,133.5453300
8226994,Kepler-250 b,CONFIRMED,4.148107190,133.3881000
8247638,Kepler-251 c,CONFIRMED,16.514109890,176.1168600
8247638,Kepler-251 d,CONFIRMED,30.132929800,190.3833600
8247638,Kepler-251 b,CONFIRMED,4.790908090,136.3110600
11086270,Kepler-110 c,CONFIRMED,31.719810130,142.8208300
8247638,Kepler-251 e,CONFIRMED,99.641596200,198.6866400
8255887,Kepler-720 b,CONFIRMED,4.708326451,171.4465070
8256049,,FALSE POSITIVE,16.371986610,172.7592600
8414716,Kepler-721 b,CONFIRMED,5.392026903,171.7270700
9140402,,CANDIDATE,2.494170338,170.8528480
9141746,Kepler-730 b,CONFIRMED,6.491682808,174.6335530
9159275,,FALSE POSITIVE,3.044770796,172.0191600
9166862,Kepler-731 b,CONFIRMED,3.855603916,170.6787843
9166870,,FALSE POSITIVE,3.855599139,170.6795700
11449844,Kepler-468 b,CONFIRMED,38.478766290,151.8528120
8605074,,FALSE POSITIVE,37.601661282,194.7133830
8628973,Kepler-724 b,CONFIRMED,3.314947362,171.3130580
8655354,,FALSE POSITIVE,6.719690890,173.3577600
8672910,Kepler-725 b,CONFIRMED,39.643155200,206.5967980
8686150,,FALSE POSITIVE,51.425985780,173.5359330
8689031,Kepler-726 b,CONFIRMED,21.804516110,190.4973700
8689373,Kepler-253 c,CONFIRMED,10.281945930,175.3398800
8689373,Kepler-253 d,CONFIRMED,18.119930390,182.6153500
8689373,Kepler-253 b,CONFIRMED,3.784028670,133.2813300
8826878,Kepler-727 b,CONFIRMED,5.154481420,171.6389000
5897826,Kepler-469 b,FALSE POSITIVE,33.803643660,202.2597310
8883593,Kepler-728 b,CONFIRMED,5.743469797,174.8989240
8951215,,CANDIDATE,39.475909300,173.3120700
9016295,,FALSE POSITIVE,19.974485239,171.6300909
9077124,Kepler-729 b,CONFIRMED,3.166353562,170.9661450
9097120,,FALSE POSITIVE,23.899634407,188.9827970
9466668,Kepler-256 c,CONFIRMED,3.388012244,170.5336000
9466668,Kepler-256 d,CONFIRMED,5.839097610,132.0926100
9466668,Kepler-256 b,CONFIRMED,1.620467654,132.0638800
9466668,Kepler-256 e,CONFIRMED,10.681695100,131.5508200
9479273,Kepler-734 b,CONFIRMED,6.104849417,169.5734770
8359498,Kepler-77 b,CONFIRMED,3.578780566,134.0304187
9171801,,FALSE POSITIVE,3.187067566,171.6497600
9334289,Kepler-254 b,CONFIRMED,5.826657508,173.0114110
9334289,Kepler-254 c,CONFIRMED,12.412163470,142.5403900
9334289,Kepler-254 d,CONFIRMED,18.746490110,147.1307400
9347899,Kepler-31 b,CONFIRMED,20.860212290,180.0177570
9347899,Kepler-31 c,CONFIRMED,42.634278480,141.1695400
9347899,Kepler-31 d,CONFIRMED,87.647606800,134.9422200
9347899,,CANDIDATE,9.617314260,142.4747900
9388479,Kepler-732 b,CONFIRMED,9.467821474,178.4158420
9388479,Kepler-732 c,CONFIRMED,0.893040969,134.5403420
11359879,Kepler-15 b,CONFIRMED,4.942783419,136.3294353
9406990,Kepler-733 b,CONFIRMED,20.834267310,176.5856900
9415172,Kepler-255 c,CONFIRMED,9.946023570,171.7019200
9415172,Kepler-255 d,CONFIRMED,1.045621950,133.9191200
9415172,Kepler-255 b,CONFIRMED,5.714623960,132.6386600
9904059,,FALSE POSITIVE,102.964195200,158.0747300
3231341,Kepler-24 b,CONFIRMED,8.145159810,140.5681100
3231341,Kepler-24 e,CONFIRMED,18.998527900,144.7415700
3231341,Kepler-24 d,CONFIRMED,4.244390490,137.0664300
2860866,,CANDIDATE,90.124050700,356.2341500
7626506,Kepler-112 c,CONFIRMED,28.574269200,143.8315000
10460629,,CANDIDATE,856.672115000,228.4498800
10319385,,CANDIDATE,0.689210173,133.2858400
10482160,Kepler-1739 b,CONFIRMED,7.343739640,137.2987400
10485069,,FALSE POSITIVE,0.445277068,133.5231200
3233043,,FALSE POSITIVE,0.379463865,170.2480164
6579806,,FALSE POSITIVE,9.880479780,173.6086720
3560301,,FALSE POSITIVE,4.648415600,261.0939500
4044005,,FALSE POSITIVE,17.512014768,174.2825920
11502218,,CANDIDATE,3.988602100,171.0185200
11180361,,CANDIDATE,0.533059312,171.2274419
5802246,,FALSE POSITIVE,0.525154153,133.7443590
6066403,,FALSE POSITIVE,1.303861044,134.2120590
6209637,,FALSE POSITIVE,0.734524960,133.4310800
5988031,,FALSE POSITIVE,2.555491760,134.5007800
7684873,,FALSE POSITIVE,2.947376671,171.5229780
8559644,Kepler-111 c,CONFIRMED,224.778935500,142.0953380
2851100,,FALSE POSITIVE,0.890110752,133.2647000
3130300,,FALSE POSITIVE,5.765733960,133.3094100
3240158,Kepler-769 b,CONFIRMED,7.426081230,139.9003900
3240158,Kepler-769 c,CONFIRMED,15.986893200,137.5964000
3228959,,FALSE POSITIVE,0.730945890,133.6887600
3218908,Kepler-770 b,CONFIRMED,18.925372460,149.4955800
10341913,,FALSE POSITIVE,0.933749106,134.3183100
10480921,,FALSE POSITIVE,2.037440623,133.5996200
10287723,,CANDIDATE,129995.778400000,393.5996200
10350571,Kepler-784 b,CONFIRMED,31.592580900,142.9649000
10350571,,CANDIDATE,17.157236000,133.6895100
3749365,Kepler-785 b,CONFIRMED,1.973760850,178.6894194
11013201,,CANDIDATE,13.118962443,261.5394340
11673674,,FALSE POSITIVE,4.618767792,133.3865350
11013201,,CANDIDATE,7.821873280,123.4990700
9414417,,CANDIDATE,53.505761100,172.9830400
3632418,Kepler-21 b,CONFIRMED,2.785821236,260.8373100
3441784,,FALSE POSITIVE,52.569018670,184.9712670
5820218,,FALSE POSITIVE,3.411758679,133.1808600
5876368,,FALSE POSITIVE,0.525426427,133.1879010
5809890,Kepler-755 b,CONFIRMED,1.269091415,133.3436820
5809890,Kepler-755 c,CONFIRMED,2.853133997,133.7967800
6131236,Kepler-1734 b,CONFIRMED,6.796853530,138.1132400
9048161,,FALSE POSITIVE,8.667822346,137.3418410
3218908,Kepler-770 c,CONFIRMED,1.475323222,131.8327200
3218908,Kepler-770 d,CONFIRMED,4.152461180,134.5799100
3235672,,FALSE POSITIVE,6.721078300,134.7775984
2837111,Kepler-771 b,CONFIRMED,8.734885200,135.0818000
3120276,,FALSE POSITIVE,10.265476880,136.4966300
2307199,,CANDIDATE,13.447179100,132.8305550
3547091,,FALSE POSITIVE,3.305577989,180.6815400
3869825,,FALSE POSITIVE,4.800653901,134.3657820
3655332,,FALSE POSITIVE,15.066499010,140.6547880
4042026,,FALSE POSITIVE,34.820081580,163.0155590
3344419,,FALSE POSITIVE,0.651784374,133.1117070
11192141,,FALSE POSITIVE,1.353771892,261.4366200
11494130,,FALSE POSITIVE,18.954916330,262.4667700
5648449,,FALSE POSITIVE,4.348866254,262.7276800
12167361,,FALSE POSITIVE,47.930945460,179.0964670
8607720,,FALSE POSITIVE,3.997514220,261.7243000
1433962,,FALSE POSITIVE,1.592633181,133.9243804
9032900,,CANDIDATE,67.592375400,151.7505600
5956342,Kepler-265 c,CONFIRMED,17.029027860,143.3339500
5956342,Kepler-265 b,CONFIRMED,6.846192360,132.1726500
5956342,Kepler-265 e,CONFIRMED,67.832163800,125.8810000
5956342,Kepler-265 d,CONFIRMED,43.131214700,166.2610500
5956656,Kepler-756 b,CONFIRMED,1.224866441,133.2082400
3109930,Kepler-1736 b,CONFIRMED,37.810264900,158.3579900
2854914,Kepler-268 b,CONFIRMED,25.934064060,149.7627300
2854914,Kepler-268 c,CONFIRMED,83.446348500,158.6806100
3337425,,FALSE POSITIVE,7.047100320,139.7973700
3116412,Kepler-772 b,CONFIRMED,12.992048530,136.3201600
3865567,,FALSE POSITIVE,11.116202110,133.1005750
3544689,,FALSE POSITIVE,1.922861499,134.6586440
4037164,,FALSE POSITIVE,0.635445336,134.1840370
3443790,,FALSE POSITIVE,1.665784138,133.8630280
3966912,,FALSE POSITIVE,55.663916700,156.3501700
8394721,Kepler-79 d,CONFIRMED,52.090816270,158.7446650
11607193,,FALSE POSITIVE,7.154860800,266.0484700
1161345,Kepler-1973 b,CONFIRMED,4.287466680,262.0624500
10227501,,FALSE POSITIVE,2.002779769,261.9579100
2854698,Kepler-260 b,CONFIRMED,8.187394430,260.8693100
2854698,Kepler-260 c,CONFIRMED,76.049816300,161.7144500
8559644,Kepler-111 b,CONFIRMED,3.341799486,141.3547200
6032981,,FALSE POSITIVE,3.322694800,134.4440000
5866099,,FALSE POSITIVE,36.977088080,133.6268100
5964985,,FALSE POSITIVE,1.851409163,133.1799500
6066416,,FALSE POSITIVE,1.303859704,134.2120100
1996679,,FALSE POSITIVE,145.562492600,146.0588000
2849805,Kepler-773 b,CONFIRMED,3.749105745,135.1083700
3114811,Kepler-774 b,CONFIRMED,11.089566020,141.7614200
2853446,,CANDIDATE,7.372903440,137.6099100
3003992,,FALSE POSITIVE,7.244761260,139.1049700
3942446,,CANDIDATE,119.062488200,149.2222300
3554031,Kepler-415 c,CONFIRMED,8.707983090,363.0563800
3554031,,CANDIDATE,14.862307600,354.5729700
3554031,Kepler-415 b,CONFIRMED,4.176342760,352.9967400
8394721,Kepler-79 c,CONFIRMED,27.402298590,133.6284000
7295235,Kepler-743 b,CONFIRMED,3.179267286,261.8416070
2302548,Kepler-261 b,CONFIRMED,10.381224470,268.0242100
2302548,Kepler-261 c,CONFIRMED,24.570902300,135.8720900
10743597,,FALSE POSITIVE,81.221876000,184.2616400
10743597,,FALSE POSITIVE,0.817026268,132.8352390
9818381,Kepler-43 b,CONFIRMED,3.024092505,132.4168573
6124941,,FALSE POSITIVE,5.670155713,136.2017390
6060203,Kepler-757 b,CONFIRMED,1.022678654,133.4542200
5880320,Kepler-758 b,CONFIRMED,12.109687090,140.2125800
5880320,Kepler-758 c,CONFIRMED,4.757961030,137.6963600
5880320,Kepler-758 d,CONFIRMED,20.497275500,147.4389400
3003992,,FALSE POSITIVE,13.554805340,139.8160900
6307537,,FALSE POSITIVE,29.744546680,172.3866520
6359798,,FALSE POSITIVE,14.154024280,140.6984660
6311681,,FALSE POSITIVE,0.844786082,134.2169870
6365321,,FALSE POSITIVE,0.848483947,133.5853010
6301035,,FALSE POSITIVE,11.990975760,143.2843700
3859079,Kepler-786 b,CONFIRMED,53.529270200,147.8646400
3557493,,FALSE POSITIVE,0.393726813,133.3103960
4061149,Kepler-1741 b,CONFIRMED,2.757584622,133.0501700
3444588,Kepler-787 b,CONFIRMED,0.928310036,133.8035800
8394721,Kepler-79 b,CONFIRMED,13.484576680,136.6180800
3962243,Kepler-276 c,CONFIRMED,31.884147300,160.2069600
10743597,,CANDIDATE,16.158111120,143.0023300
10015516,,FALSE POSITIVE,67.692139070,138.5341710
10154388,Kepler-744 b,CONFIRMED,12.062229620,138.2222900
1432789,Kepler-745 b,CONFIRMED,9.931463070,136.4912800
1718189,Kepler-262 c,CONFIRMED,21.853629050,144.3203100
5880320,Kepler-758 e,CONFIRMED,8.193450650,138.9961700
5130369,,FALSE POSITIVE,19.978670000,137.1706100
6037187,Kepler-759 b,CONFIRMED,41.805954400,142.8191900
6147122,,FALSE POSITIVE,15.451581840,142.2109600
8257407,,FALSE POSITIVE,89.698168533,176.3060152
8218274,,FALSE POSITIVE,1.187352427,133.4654540
3964562,,FALSE POSITIVE,3.012476582,135.2592710
5735762,Kepler-48 b,CONFIRMED,4.778003060,124.0614650
6292162,,FALSE POSITIVE,7.814839231,357.5199810
6307521,,FALSE POSITIVE,29.745249900,157.3851900
