kepid,kepler_name,koi_disposition,koi_period,koi_time0bk
7117549,,FALSE POSITIVE,0.566805268,131.8224000
2986833,,CANDIDATE,0.912179022,131.8117400
12055539,Kepler-1448 b,CONFIRMED,12.270570430,137.5743400
12056139,Kepler-1449 b,CONFIRMED,13.227475300,137.7176800
11853130,,CANDIDATE,76.879358930,146.8824510
4774646,,FALSE POSITIVE,0.559517155,132.0741100
9345933,,CANDIDATE,13.015182600,134.7469700
10030778,,FALSE POSITIVE,29.473162790,154.8925100
7870282,,FALSE POSITIVE,0.580725004,131.7330300
11153259,,FALSE POSITIVE,1.944686590,133.2347000
9021075,Kepler-1968 b,CONFIRMED,7.281166670,132.7518000
5783938,,FALSE POSITIVE,383.100170000,286.3372000
11338056,,CANDIDATE,2.879983340,131.4848500
3445812,,FALSE POSITIVE,0.605556082,132.0285600
4473613,Kepler-1623 b,CONFIRMED,4.361258890,132.5322800
10676750,,CANDIDATE,21.086785570,135.5636000
8960918,,FALSE POSITIVE,1.190873620,131.7183800
4647662,,FALSE POSITIVE,1.064846220,131.5817000
9822284,,FALSE POSITIVE,0.969824139,132.2842900
8940700,,FALSE POSITIVE,190.605630000,229.5171000
9581589,,CANDIDATE,5.192065710,134.5614000
11804437,,CANDIDATE,449.014990000,144.7070000
9850966,,FALSE POSITIVE,8.480305000,135.8796000
8747009,,FALSE POSITIVE,410.116760000,328.2965000
8826007,Kepler-1450 b,CONFIRMED,54.509154900,140.8273900
8280511,,CANDIDATE,17.453294500,146.6624400
8620402,Kepler-1913 b,CONFIRMED,14.195962100,137.0122100
8379021,,FALSE POSITIVE,11.524828740,134.0816300
8104030,,FALSE POSITIVE,46.840085790,164.1344220
4813793,,CANDIDATE,6.702427860,133.1773300
5282477,,FALSE POSITIVE,0.992798625,131.7088900
7266212,,CANDIDATE,7.795340330,138.0321600
6681546,,FALSE POSITIVE,186.722430000,308.6018000
6421137,,FALSE POSITIVE,118.403900000,195.1090000
9893278,,FALSE POSITIVE,182.281992000,159.6829000
9419020,,CANDIDATE,2.401749960,131.7811000
4548162,,FALSE POSITIVE,10.010287600,131.8186000
4270799,,CANDIDATE,115.238544000,155.5989000
8811490,,CANDIDATE,21.743414100,148.9350000
7293937,,FALSE POSITIVE,1.366964704,132.1959090
8043721,,FALSE POSITIVE,0.779579130,131.7173000
7985733,,FALSE POSITIVE,0.544561598,131.9453200
8094120,,CANDIDATE,5.679537700,132.9500000
6522824,,FALSE POSITIVE,17.445313300,135.7562000
6802536,,FALSE POSITIVE,2.978870200,133.5035183
4750341,,FALSE POSITIVE,1.975154570,132.6578000
9935642,,CANDIDATE,9.339555960,138.1101600
6612327,,FALSE POSITIVE,21.993112000,131.6860800
7285757,,CANDIDATE,19.548966600,149.7888200
7285757,,CANDIDATE,7.418345690,133.5173800
5211922,,FALSE POSITIVE,27.685335800,132.7039700
5280587,Kepler-1451 b,CONFIRMED,35.622552800,141.4514000
8129005,,FALSE POSITIVE,7.140311300,137.9994000
4840156,,FALSE POSITIVE,2.694870410,131.5996400
4138008,Kepler-442 b,CONFIRMED,112.303136000,230.4383000
4262040,,CANDIDATE,92.461135000,211.1951000
6468904,,FALSE POSITIVE,49.538726400,132.5007200
5709906,,FALSE POSITIVE,3.391559660,134.1211000
4840672,,CANDIDATE,9.229472600,136.1730000
9777556,,FALSE POSITIVE,1.332548970,132.0549000
7287677,,CANDIDATE,18.372183500,149.4627000
10753922,,FALSE POSITIVE,18.226047200,133.5798000
5980061,,FALSE POSITIVE,0.630539713,131.9912400
7692248,,CANDIDATE,17.995625290,145.6009200
4059887,,FALSE POSITIVE,1.018347376,131.6963300
8288741,,FALSE POSITIVE,0.659299289,131.7387270
6852354,,FALSE POSITIVE,101.974351250,163.8034772
6691169,,CANDIDATE,63.095068000,158.1168000
5816811,,FALSE POSITIVE,4.455409350,134.4555812
5303346,,FALSE POSITIVE,37.324839520,143.0389000
3858879,,FALSE POSITIVE,25.951984000,148.9232300
8280511,,CANDIDATE,21.720336200,134.7659000
3120904,Kepler-1452 b,CONFIRMED,42.913663500,139.8884800
3342467,,FALSE POSITIVE,88.180468200,209.1553300
11757451,Kepler-443 b,CONFIRMED,177.668663000,264.2428000
2711597,,FALSE POSITIVE,0.980416850,131.7832100
8047428,Kepler-1621 b,CONFIRMED,92.263742000,146.4247000
11513486,Kepler-1969 b,CONFIRMED,6.647544780,137.1337100
4851283,,FALSE POSITIVE,1.235175880,131.9561000
6520519,,CANDIDATE,1.976500730,132.9562400
9459162,,CANDIDATE,3.798927740,133.2890000
5024138,,FALSE POSITIVE,0.416995408,132.2194200
9969287,,CANDIDATE,14.740106100,133.5305000
9086001,,FALSE POSITIVE,256.523870000,366.9377000
4927734,,FALSE POSITIVE,3.000119100,132.9097000
11189311,Kepler-1442 b,CONFIRMED,81.416013800,160.8638700
10747501,,CANDIDATE,4.730901300,135.1933300
10586744,,CANDIDATE,21.376181700,143.6293000
11970050,,CANDIDATE,6.587536990,138.0427000
10031918,,FALSE POSITIVE,8.590047100,131.9816000
5276332,,FALSE POSITIVE,357.825440000,255.2080000
3544640,Kepler-1914 b,CONFIRMED,30.827824500,143.1448000
10653179,Kepler-1453 b,CONFIRMED,47.160793200,150.2579700
12066569,Kepler-1455 b,CONFIRMED,49.276844800,157.0207300
6497146,Kepler-438 b,CONFIRMED,35.233069400,135.3647700
8625813,,FALSE POSITIVE,45.396537900,136.9486000
4651399,,FALSE POSITIVE,508.807642000,368.3486100
5308296,,CANDIDATE,36.721576000,151.2481000
9953575,,FALSE POSITIVE,362.694270000,154.1124000
7887890,,FALSE POSITIVE,370.356390000,425.9854000
3122872,,CANDIDATE,96.816470000,136.5581300
4544628,,FALSE POSITIVE,0.729724346,132.0427600
9702945,,CANDIDATE,3.514137230,132.4070700
11401253,,CANDIDATE,4.965049810,135.5539900
7052511,,FALSE POSITIVE,0.821472455,132.3003000
4764774,,FALSE POSITIVE,1.290195860,132.1131100
10549902,,CANDIDATE,1.141148847,132.2456100
12416597,,CANDIDATE,12.460565000,139.2206000
11135694,,CANDIDATE,19.594577200,150.1394000
9910828,,FALSE POSITIVE,8.480320790,135.8521400
10065053,,CANDIDATE,409.878440000,238.9944000
11867608,,FALSE POSITIVE,227.625800000,143.8206000
8016691,Kepler-1456 b,CONFIRMED,18.137378800,136.8106000
6584273,Kepler-1457 b,CONFIRMED,51.110479700,143.7785500
5768816,Kepler-1458 b,CONFIRMED,47.986911900,160.6540100
3644071,,FALSE POSITIVE,359.047933000,295.7693400
5360974,,FALSE POSITIVE,29.804269400,150.6786000
10291589,,CANDIDATE,7.087574620,138.2761400
10118266,,CANDIDATE,3.743180050,135.1381600
5695615,,CANDIDATE,5.416930300,133.7916000
4670267,,FALSE POSITIVE,1.003049079,132.3724290
7435780,,FALSE POSITIVE,0.933157032,132.3598100
8938937,,FALSE POSITIVE,37.108345800,166.2453000
5651846,,CANDIDATE,31.192022600,153.8329600
10556180,,FALSE POSITIVE,1.021047190,131.5654000
12401132,,CANDIDATE,7.630545000,907.0447100
12401132,,FALSE POSITIVE,12.083457000,134.4750000
8308070,,FALSE POSITIVE,401.590700000,172.2086000
6424561,,CANDIDATE,6.671672300,131.9270800
6956136,,FALSE POSITIVE,53.912783631,132.2733337
10661917,,FALSE POSITIVE,1.231423950,131.7651000
10000162,,CANDIDATE,409.386450000,340.6210000
7799701,,FALSE POSITIVE,386.828262000,177.5682900
6233483,,FALSE POSITIVE,15.873380300,135.6277900
5392871,,FALSE POSITIVE,42.399175200,151.9610500
3858851,,FALSE POSITIVE,25.951988230,154.8810200
3858917,,FALSE POSITIVE,25.952240100,148.9163400
4466356,,FALSE POSITIVE,14.128098960,137.1198900
7949593,,CANDIDATE,17.766293800,146.6886000
9474232,,FALSE POSITIVE,13.691783300,133.7889800
3859151,,FALSE POSITIVE,25.956330000,154.7054000
7098255,,CANDIDATE,11.567225890,132.2538500
11456279,,FALSE POSITIVE,0.572937573,131.6943200
4670361,,CANDIDATE,631.568890000,145.0148000
5398002,,FALSE POSITIVE,14.158498230,134.0065000
6680911,,FALSE POSITIVE,207.471349000,254.0825000
10356124,,FALSE POSITIVE,12.374824700,138.0615000
10584140,,CANDIDATE,4.317242470,133.4243000
8233326,,CANDIDATE,3.740991440,132.2112000
4940203,,CANDIDATE,302.779824000,355.5989000
6286161,,FALSE POSITIVE,14.541781166,144.2694010
5385471,,FALSE POSITIVE,12.426117700,141.5115600
6368175,Kepler-1703 b,CONFIRMED,21.187618500,148.8101000
5471158,,FALSE POSITIVE,12.425604040,141.5345371
4847843,,FALSE POSITIVE,30.960468800,156.1377000
5120225,,FALSE POSITIVE,1.041619932,131.8367170
9656543,,FALSE POSITIVE,2.544594443,135.0402360
10751515,,FALSE POSITIVE,56.406510430,138.3098250
3348093,,FALSE POSITIVE,7.964400574,131.5636440
6182846,,FALSE POSITIVE,6.399101307,134.7022640
4939346,Kepler-328 b,CONFIRMED,34.916839900,157.6693000
6442602,,FALSE POSITIVE,0.566782280,131.8571000
9851126,,FALSE POSITIVE,8.480303653,135.8545940
6268648,,CANDIDATE,94.094392000,196.7503000
11455428,Kepler-1480 b,CONFIRMED,22.127088500,144.9303900
10484409,,FALSE POSITIVE,10.678478700,140.1590000
10935993,,CANDIDATE,25.373654300,151.8667000
5257082,,CANDIDATE,10.085353110,140.9714300
5796185,,FALSE POSITIVE,42.559265547,161.5703900
8628665,,CANDIDATE,10.285637300,141.2076400
3945802,,FALSE POSITIVE,24.215799600,133.4661000
6265665,Kepler-1499 b,CONFIRMED,44.201840200,163.2147100
5881307,,CANDIDATE,393.956080000,388.3294000
4645174,Kepler-1500 b,CONFIRMED,15.033062300,131.8949300
4645174,,CANDIDATE,34.749603800,158.6841200
8719419,,FALSE POSITIVE,12.625309180,140.0602000
9028474,,FALSE POSITIVE,124.935767380,177.6865170
4349442,,FALSE POSITIVE,12.720298433,140.3669017
6124137,,CANDIDATE,227.834570000,238.7643000
3644542,,FALSE POSITIVE,119.679803160,176.1063250
6182849,,FALSE POSITIVE,6.399107136,134.7016363
9851142,,FALSE POSITIVE,8.480304281,135.8545340
3442054,,FALSE POSITIVE,117.681377800,147.2069610
4079530,,FALSE POSITIVE,17.727226480,144.0704020
6445531,,FALSE POSITIVE,1.710249310,131.6423000
10677186,,FALSE POSITIVE,100.401327340,216.0831940
9025914,,FALSE POSITIVE,11.320287875,131.8030420
9366988,,FALSE POSITIVE,1.219034103,132.1006940
11657614,,CANDIDATE,24.352541000,147.1949000
11657614,Kepler-1481 b,CONFIRMED,5.942286030,133.8040000
5687986,,CANDIDATE,382.303060000,356.7308000
11125797,,CANDIDATE,58.126377500,163.1168700
9785921,,CANDIDATE,26.757586600,137.2871700
3102000,,FALSE POSITIVE,57.059999200,164.2570600
6599975,Kepler-1501 b,CONFIRMED,14.556561800,141.0367100
8266276,,FALSE POSITIVE,0.837898153,131.9818700
5887316,,FALSE POSITIVE,0.603086711,131.6640750
4282191,Kepler-1502 b,CONFIRMED,41.708406300,153.5379300
3559860,,CANDIDATE,33.025717900,161.0100000
10651945,,FALSE POSITIVE,25.366990665,138.8144224
7117003,,FALSE POSITIVE,428.321739280,276.5303520
3240159,,FALSE POSITIVE,82.137609997,196.1225133
6147851,,FALSE POSITIVE,3.060260140,132.7620000
9658118,,FALSE POSITIVE,24.061274400,138.3874700
7132542,,FALSE POSITIVE,66.360999160,168.3796420
8589754,,FALSE POSITIVE,8.939461148,133.0139440
3757590,,FALSE POSITIVE,135.586076790,177.9285627
2437149,,FALSE POSITIVE,18.798621950,138.0282680
9715925,,FALSE POSITIVE,6.308285380,134.3799450
9529733,,FALSE POSITIVE,4.809126670,134.0793900
9613070,,FALSE POSITIVE,2.332115050,132.1968300
9967771,Kepler-990 c,CONFIRMED,0.538354070,131.6499900
10845188,,FALSE POSITIVE,249.362118320,279.6582960
6543893,,CANDIDATE,3.806758780,133.7492000
5709103,,FALSE POSITIVE,0.664727127,131.6351600
6705026,Kepler-1483 b,CONFIRMED,9.508487100,140.5602000
6705026,,CANDIDATE,34.108656200,158.4310000
6779726,Kepler-1918 b,CONFIRMED,47.056332700,173.9653000
3098843,,FALSE POSITIVE,179.850223310,225.3762426
5553959,,CANDIDATE,10.010031200,131.6143400
7288306,Kepler-1503 b,CONFIRMED,96.169569000,170.2581000
5887393,,FALSE POSITIVE,1.550903740,131.6196600
5384713,,CANDIDATE,12.671436920,137.5070700
5384713,,CANDIDATE,60.326688240,145.0574720
5384713,,CANDIDATE,2.635954350,132.3198400
11860395,Kepler-1504 b,CONFIRMED,82.303914000,159.0461000
5456023,,FALSE POSITIVE,131.978277360,179.5881190
6187888,,FALSE POSITIVE,0.789171236,132.1233300
9529744,Kepler-320 c,CONFIRMED,17.934660600,138.2167900
12021387,,FALSE POSITIVE,241.070745820,223.9933126
8044608,,FALSE POSITIVE,106.175938130,234.6409876
8760135,,FALSE POSITIVE,184.646720800,151.9845800
4073707,,FALSE POSITIVE,6.282033445,131.5907930
5730394,,FALSE POSITIVE,5.519188936,134.4700230
6451368,,CANDIDATE,5.336057400,132.6050000
6956216,,FALSE POSITIVE,4.818863794,131.6776550
6137704,,FALSE POSITIVE,178.268020350,255.3513510
10275074,,FALSE POSITIVE,2.181555909,133.4867500
9110346,,FALSE POSITIVE,0.895276162,131.6225645
10259301,,FALSE POSITIVE,244.832749730,285.7025679
2995392,Kepler-1484 b,CONFIRMED,30.454441800,140.7686300
3120308,,FALSE POSITIVE,10.265589240,136.4964500
9991621,,FALSE POSITIVE,18.925733300,145.5267000
8078502,Kepler-1919 b,CONFIRMED,37.886297700,133.0314100
8644365,,CANDIDATE,10.548413290,139.0640200
5888187,,CANDIDATE,133.634820700,236.3516300
2852528,,FALSE POSITIVE,11.961543300,131.8950000
3348216,,CANDIDATE,32.510844000,136.6249100
7032421,,FALSE POSITIVE,0.566833990,131.7800607
10798838,,FALSE POSITIVE,62.127677128,172.0663000
8560940,,FALSE POSITIVE,31.973064900,133.8409000
10793576,,CANDIDATE,10.907529770,136.6079700
10292238,,FALSE POSITIVE,143.118869400,266.3592240
8733497,,FALSE POSITIVE,76.819854650,188.1256603
4255422,,FALSE POSITIVE,165.405749950,141.5762383
9837544,,FALSE POSITIVE,71.661915163,172.9074598
7877824,,FALSE POSITIVE,9.449426850,136.0264980
6469946,,FALSE POSITIVE,0.715802309,131.6903480
6947164,,FALSE POSITIVE,70.582847170,190.4997847
6233903,,FALSE POSITIVE,2.995357359,132.7969810
7212066,,FALSE POSITIVE,3.840485025,134.4463860
7212066,,FALSE POSITIVE,1.920271880,132.5246606
7047922,,CANDIDATE,10.522637400,140.0656000
6675060,,FALSE POSITIVE,10.443341795,133.6290300
5716508,,FALSE POSITIVE,4.753078770,134.5462132
10518735,,FALSE POSITIVE,19.515013291,136.2159420
6975129,Kepler-312 b,CONFIRMED,1.772451066,132.0866800
8644365,Kepler-1485 b,CONFIRMED,19.915886300,139.3682800
9489947,,FALSE POSITIVE,54.061328105,181.7881270
6960487,,FALSE POSITIVE,34.525990182,150.1022070
5894182,,CANDIDATE,494.485085000,527.7094100
6309264,,FALSE POSITIVE,14.282141700,136.3294600
7021177,,FALSE POSITIVE,18.645328820,147.2075120
7122259,,FALSE POSITIVE,20.882125422,146.5689626
6947668,,CANDIDATE,14.054571800,133.0972000
6364582,Kepler-1505 b,CONFIRMED,30.860978300,138.3141600
6190535,,FALSE POSITIVE,3.652810043,134.7903032
9834257,,FALSE POSITIVE,15.651348720,132.8119100
10290666,,CANDIDATE,6.866742260,135.3543000
9529744,Kepler-320 b,CONFIRMED,8.371595540,137.6807500
10748621,,FALSE POSITIVE,286.175587500,314.1015830
4824268,,FALSE POSITIVE,152.151447950,215.0159030
6527016,,FALSE POSITIVE,0.542636318,131.9558100
6431670,,FALSE POSITIVE,29.911334059,153.5954910
7376500,,FALSE POSITIVE,5.877122485,136.4208300
9636559,,FALSE POSITIVE,10.636305846,139.7831590
8095110,,FALSE POSITIVE,2.103238900,132.8681770
11499263,,FALSE POSITIVE,46.698200933,167.6984656
10328393,Kepler-332 c,CONFIRMED,15.995603730,144.2399000
9775253,,FALSE POSITIVE,4.394517980,133.6209400
3858988,,FALSE POSITIVE,25.951879500,148.9254900
3848966,,CANDIDATE,29.768183100,155.5003000
10798605,,FALSE POSITIVE,56.048096688,159.1678042
5895083,,FALSE POSITIVE,2.251612150,131.5465300
9452897,,CANDIDATE,36.766236400,157.1433200
9714123,,FALSE POSITIVE,50.355458980,136.9113798
6118370,Kepler-1506 b,CONFIRMED,14.032877500,138.0603000
2717158,Kepler-1922 b,CONFIRMED,13.222614900,144.2950000
6209677,,CANDIDATE,2.537421640,132.3462300
6198256,,FALSE POSITIVE,3.548286910,131.8356300
9664276,,CANDIDATE,62.596544000,185.9931000
2437112,,FALSE POSITIVE,18.798520000,138.0208200
7987086,,FALSE POSITIVE,156.516573980,278.1373780
7374746,,FALSE POSITIVE,1.366946478,132.2045820
8668810,,FALSE POSITIVE,313.092750660,424.7153810
6519865,,FALSE POSITIVE,0.566813677,131.7889500
8868907,,FALSE POSITIVE,157.322639430,222.9003630
3865298,,FALSE POSITIVE,9.530402160,138.2329170
10091110,,FALSE POSITIVE,4.218512654,133.5067680
10091110,,FALSE POSITIVE,8.529991199,137.6547690
3542574,,FALSE POSITIVE,3.471400450,133.7507440
3544694,,FALSE POSITIVE,1.922862476,132.7357020
11521793,Kepler-143 b,CONFIRMED,16.007472370,142.6378700
9085563,Kepler-1486 b,CONFIRMED,54.649367900,176.0447000
11337372,Kepler-920 c,CONFIRMED,100.827672500,216.3875700
7748487,,CANDIDATE,15.576406100,135.9482000
3219037,,CANDIDATE,10.005069740,136.8302900
5952448,,FALSE POSITIVE,0.905675699,132.2006600
5710069,,CANDIDATE,36.258074900,146.8338000
9967009,,CANDIDATE,12.432699700,142.1049000
9967009,,CANDIDATE,30.990299700,141.4410000
11874338,,FALSE POSITIVE,15.975041700,135.7153300
9763612,Kepler-1507 b,CONFIRMED,16.050546400,141.7340800
6199716,,FALSE POSITIVE,0.805267592,132.0912800
9468384,,FALSE POSITIVE,11.082622625,746.1967676
8868364,,FALSE POSITIVE,421.428481940,262.2889053
10092312,,FALSE POSITIVE,1.096587245,132.5142100
3964545,,FALSE POSITIVE,3.012476415,132.2466206
9656397,,FALSE POSITIVE,204.741047580,202.8713140
5444491,,FALSE POSITIVE,0.759740194,131.8200100
3735629,,FALSE POSITIVE,4.664186517,133.6706680
8244173,,FALSE POSITIVE,1.092066399,132.1028432
6546508,,FALSE POSITIVE,3.053578643,133.8788430
9886224,,FALSE POSITIVE,2.992662857,131.8932190
3735634,,FALSE POSITIVE,4.664188563,133.6702440
5730380,,FALSE POSITIVE,0.954873008,131.8519830
6058875,,FALSE POSITIVE,0.564934120,131.7871403
10735564,,FALSE POSITIVE,1.674984844,131.7930340
6200810,,CANDIDATE,35.875448200,147.5086000
3561464,Kepler-1487 b,CONFIRMED,7.319452940,137.2206500
3561464,,CANDIDATE,35.800711200,144.9216900
5962509,,FALSE POSITIVE,0.790049989,132.1114800
3561464,,CANDIDATE,4.327105790,131.5891000
6359802,,FALSE POSITIVE,14.154026150,144.1768500
7121885,,FALSE POSITIVE,33.937542130,147.1824010
5213404,Kepler-1508 b,CONFIRMED,20.705715300,139.9803000
4844470,,CANDIDATE,60.532988000,134.5746100
6205566,,FALSE POSITIVE,3.722867900,134.6350000
11551692,Kepler-411 d,CONFIRMED,58.019858300,151.8500700
9995771,,CANDIDATE,15.061783500,140.1111000
7287391,,FALSE POSITIVE,4.286103033,134.5907770
6756202,,FALSE POSITIVE,290.777871900,393.5113870
10215869,,FALSE POSITIVE,5.017239915,134.4901360
5456319,,FALSE POSITIVE,0.937923475,132.3450100
2307206,,FALSE POSITIVE,204.032934200,253.5366260
7025540,,FALSE POSITIVE,2.148219541,132.7667300
7620844,,FALSE POSITIVE,58.621578824,178.5674958
6677267,,FALSE POSITIVE,3.125821128,134.4796840
7732791,,FALSE POSITIVE,1.032068851,131.8383000
5736801,,FALSE POSITIVE,6.675187100,137.4528000
8177798,,FALSE POSITIVE,1.450205839,131.9855230
10489521,,FALSE POSITIVE,3.224486463,131.8559250
12643582,,FALSE POSITIVE,44.145797770,167.3920370
9328641,,FALSE POSITIVE,33.323957600,132.5898900
9966219,,CANDIDATE,17.955967300,139.0347000
5991070,,FALSE POSITIVE,0.941029540,131.9021000
5531953,,CANDIDATE,1.992812339,131.7056500
3757778,,FALSE POSITIVE,36.514374043,163.7944630
11754430,Kepler-1488 b,CONFIRMED,39.818832000,166.6507200
9995771,Kepler-1509 b,CONFIRMED,25.433786400,143.1302000
11875511,,FALSE POSITIVE,67.451045000,151.9675600
6231721,,CANDIDATE,2.693399740,131.9006000
9536108,,CANDIDATE,10.430031180,133.2962000
8905246,,CANDIDATE,27.637147080,143.9334200
5213230,Kepler-1923 b,CONFIRMED,52.609510300,158.6253000
3326377,Kepler-967 c,CONFIRMED,198.710625100,156.5181900
6233466,,FALSE POSITIVE,15.873380595,143.8599410
5460434,,CANDIDATE,50.563697000,145.8658000
11249624,,FALSE POSITIVE,65.583665567,182.6493381
6426592,,FALSE POSITIVE,394.678162670,346.1399939
8491745,,FALSE POSITIVE,111.319805220,226.6487050
3970117,,FALSE POSITIVE,110.295126840,235.7509480
11147814,,FALSE POSITIVE,95.178317934,224.5967850
10922659,Kepler-1916 b,CONFIRMED,31.254323800,155.0470000
8892720,,FALSE POSITIVE,61.491147900,163.6336630
6021275,Kepler-132 e,CONFIRMED,110.286703100,239.2212800
7869917,,CANDIDATE,11.806173700,138.2641000
11754430,Kepler-1488 c,CONFIRMED,6.158286660,135.4969000
6032920,,FALSE POSITIVE,10.828825742,134.9251984
8409295,Kepler-1489 b,CONFIRMED,82.292865000,212.0314000
7131760,Kepler-1490 b,CONFIRMED,92.436978000,163.5794000
11922778,,CANDIDATE,65.427645000,176.2733000
9468382,,FALSE POSITIVE,11.082605530,136.6562000
6145201,,FALSE POSITIVE,22.783277600,145.5334400
5986209,,FALSE POSITIVE,23.737952838,147.0066780
9226339,,FALSE POSITIVE,21.461845300,132.2156000
6525209,,FALSE POSITIVE,75.131948830,184.4294620
2975770,,CANDIDATE,369.069345000,298.3962000
5534965,,FALSE POSITIVE,243.821221310,159.4958018
5512513,,FALSE POSITIVE,0.774598560,132.3192077
9965206,,FALSE POSITIVE,16.227548674,136.6397289
4247023,,FALSE POSITIVE,47.189437000,148.0448650
4848423,,FALSE POSITIVE,1.501760172,131.5669078
11403216,,FALSE POSITIVE,4.053254470,134.7445520
11853878,Kepler-968 d,CONFIRMED,7.684333460,133.3600700
5774375,,FALSE POSITIVE,1.549979213,132.6750270
7692093,,CANDIDATE,11.166228850,134.9695100
8263752,,FALSE POSITIVE,10.993819630,133.2532080
8263752,,FALSE POSITIVE,10.993808700,138.8062400
7772914,,CANDIDATE,23.133449400,154.4529600
3529290,,CANDIDATE,8.953965600,132.8453000
3529290,,CANDIDATE,13.728137300,143.5521800
9285265,Kepler-1491 b,CONFIRMED,16.586032900,133.2813600
6025124,,CANDIDATE,26.837718080,158.1253310
5780930,Kepler-1492 b,CONFIRMED,16.752507700,131.5983400
5531953,,CANDIDATE,3.531058350,134.3171000
4164393,,FALSE POSITIVE,49.612757516,165.9984372
6277410,,CANDIDATE,6.325895740,133.2708100
9843517,,CANDIDATE,11.937835400,133.2612000
8812045,,CANDIDATE,32.715906000,135.9204000
7288444,Kepler-1924 b,CONFIRMED,15.331771900,142.5217000
3101923,,CANDIDATE,82.331756000,133.0814000
10881457,Kepler-1510 b,CONFIRMED,84.704139000,152.1832000
5513861,,FALSE POSITIVE,0.755105584,131.8133513
9948002,,FALSE POSITIVE,101.263362820,214.1251280
5264304,,FALSE POSITIVE,120.581671780,248.2387720
10960995,,FALSE POSITIVE,1.558544209,131.5676650
9592575,,FALSE POSITIVE,2.637574080,131.5755610
7898576,,FALSE POSITIVE,8.646361880,135.4622300
5806800,,FALSE POSITIVE,125.288206000,252.0979000
11671429,,FALSE POSITIVE,112.463588930,197.5577020
5621333,,CANDIDATE,27.096514600,139.3521000
5621333,,CANDIDATE,11.547498300,139.9777000
5392897,,FALSE POSITIVE,42.399304290,354.4614530
3236705,,CANDIDATE,83.266410300,194.2392500
5282049,,FALSE POSITIVE,5.910399050,132.7277844
11810124,,CANDIDATE,11.604488100,139.0560300
6023859,,FALSE POSITIVE,27.009807384,141.2897316
3433668,Kepler-1493 b,CONFIRMED,15.021978400,143.6989000
2849140,,CANDIDATE,11.823722800,139.4199000
7503885,Kepler-1494 b,CONFIRMED,91.078624000,213.7723000
3629330,Kepler-1495 b,CONFIRMED,85.272459000,182.3725000
5471289,,FALSE POSITIVE,12.425926750,141.5292956
8121328,,CANDIDATE,19.068951300,145.7515000
9783760,,FALSE POSITIVE,89.739813700,205.2646500
9528430,,FALSE POSITIVE,90.082555620,173.9875610
5529552,,FALSE POSITIVE,0.759768478,131.7857300
8882847,,FALSE POSITIVE,42.201158700,172.4344000
9773869,,FALSE POSITIVE,15.651290280,132.8154300
6707942,,FALSE POSITIVE,9.014220178,131.5499020
5023948,,FALSE POSITIVE,1.824653341,132.8831770
5113053,,FALSE POSITIVE,3.185090259,133.2940140
5817957,,FALSE POSITIVE,372.768880000,377.6144000
11853878,Kepler-968 c,CONFIRMED,5.709407950,137.1220800
4743508,,FALSE POSITIVE,2.086076372,133.4161410
11810124,Kepler-1471 b,CONFIRMED,3.638989530,131.7856200
11303322,Kepler-1472 b,CONFIRMED,38.130332400,159.3878000
11241912,Kepler-1473 b,CONFIRMED,14.427350880,138.8402400
6043538,,CANDIDATE,6.225337400,133.0882000
8824737,Kepler-1917 b,CONFIRMED,12.902358740,139.1510500
9349757,Kepler-1474 b,CONFIRMED,36.433786700,132.9057300
11519134,,FALSE POSITIVE,58.585035700,140.7996760
7289338,,CANDIDATE,12.501490500,142.5593400
5004909,,CANDIDATE,40.651102100,164.5528000
6278670,,CANDIDATE,89.945828000,133.5634000
5898983,,CANDIDATE,40.145475700,133.7186000
7703955,Kepler-315 c,CONFIRMED,265.478470000,151.0673000
8552719,,FALSE POSITIVE,1.546222068,132.4595100
12164634,,FALSE POSITIVE,89.331382800,204.1850300
5193077,,FALSE POSITIVE,22.294148500,146.4526000
5617259,,CANDIDATE,1.048130894,132.3528023
8880123,Kepler-1925 b,CONFIRMED,46.716233600,145.5064000
9474756,,CANDIDATE,17.606270100,147.1894000
10068919,,FALSE POSITIVE,43.562258580,153.2707530
7353970,,FALSE POSITIVE,198.443477000,155.6155570
12316447,,FALSE POSITIVE,17.907664726,139.7437610
5823557,,FALSE POSITIVE,2.404412200,133.2244000
10491554,,FALSE POSITIVE,22.771964840,140.4865000
9785454,,FALSE POSITIVE,184.520153920,237.6987210
8636333,Kepler-1475 b,CONFIRMED,82.175197000,197.2018700
7136958,,FALSE POSITIVE,29.015852933,138.4024770
1995732,,FALSE POSITIVE,77.362414760,139.0956260
6069674,,FALSE POSITIVE,495.710950000,450.0348000
8081239,Kepler-1476 b,CONFIRMED,10.358570390,138.3079400
5308663,,CANDIDATE,20.067924700,150.7703000
3745559,Kepler-1920 b,CONFIRMED,30.254118600,136.6387300
8356054,,FALSE POSITIVE,17.081202417,134.2964310
9117416,Kepler-1921 b,CONFIRMED,20.034708000,145.4541000
6356400,,CANDIDATE,541.924520000,326.8745000
9117416,,CANDIDATE,3.157220860,131.6991500
5900235,,CANDIDATE,58.770104500,174.7750000
9474756,,CANDIDATE,6.685438000,132.3184000
7517261,Kepler-1511 b,CONFIRMED,23.238558700,143.5274000
7517261,,CANDIDATE,8.543377400,137.9895000
5653795,,FALSE POSITIVE,118.314913000,215.6117000
8424002,Kepler-1512 b,CONFIRMED,20.359718990,134.2912300
