kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_num_transits
6851425,Kepler-477 b,CONFIRMED,0,0,100.30,120
6934291,Kepler-828 b,CONFIRMED,0,0,53.80,2354
11037335,Kepler-300 c,CONFIRMED,0,0,56.40,34
11037335,Kepler-300 b,CONFIRMED,0,0,34.40,127
11389771,Kepler-301 b,CONFIRMED,0,0,26.80,430
11389771,Kepler-301 d,CONFIRMED,0,0,24.60,76
10925104,Kepler-114 c,CONFIRMED,0,0,77.50,160
10585852,Kepler-815 b,CONFIRMED,0,0,36.90,130
10794087,Kepler-1743 b,CONFIRMED,0,0,28.50,173
6541920,Kepler-11 b,CONFIRMED,0,0,53.80,117
7287415,Kepler-1745 b,CONFIRMED,0,0,31.90,449
6924203,Kepler-829 b,CONFIRMED,0,0,28.10,193
11389771,Kepler-301 c,CONFIRMED,0,0,20.20,173
11599038,Kepler-1751 b,CONFIRMED,0,0,15.50,152
11193263,Kepler-848 b,CONFIRMED,0,0,44.00,196
11027624,Kepler-849 b,CONFIRMED,0,0,234.60,4
11032227,Kepler-850 b,CONFIRMED,0,0,19.00,185
8751933,Kepler-420 b,CONFIRMED,0,0,241.90,16
8630788,Kepler-281 c,CONFIRMED,0,0,96.80,38
8630788,Kepler-281 b,CONFIRMED,0,0,30.00,89
8630788,Kepler-281 d,CONFIRMED,0,0,21.80,8
4164994,Kepler-816 b,CONFIRMED,0,0,343.40,83
6766634,Kepler-1746 b,CONFIRMED,0,0,81.70,5
7211469,Kepler-830 b,CONFIRMED,0,0,20.90,121
7831264,Kepler-116 b,CONFIRMED,0,0,107.10,225
7532973,Kepler-854 b,CONFIRMED,0,1,334.80,629
8678594,Kepler-799 b,CONFIRMED,0,0,162.30,10
10925104,Kepler-114 b,CONFIRMED,0,0,56.40,239
8678594,Kepler-799 c,CONFIRMED,0,0,18.10,88
4076098,Kepler-817 b,CONFIRMED,0,0,247.80,212
4282872,Kepler-818 b,CONFIRMED,0,0,150.90,107
7211221,Kepler-831 b,CONFIRMED,0,0,35.30,238
11356260,Kepler-851 b,CONFIRMED,0,0,20.70,160
11600889,Kepler-407 b,CONFIRMED,0,0,75.30,1592
11043167,Kepler-852 b,CONFIRMED,0,0,33.80,25
8612847,Kepler-800 b,CONFIRMED,0,0,40.10,95
8547140,Kepler-801 b,CONFIRMED,0,0,58.00,117
4072526,Kepler-819 b,CONFIRMED,0,0,32.60,33
4455231,Kepler-288 c,CONFIRMED,0,0,36.30,60
9527915,Kepler-478 b,CONFIRMED,0,0,93.60,100
11336883,Kepler-853 b,CONFIRMED,0,0,36.30,153
8564587,Kepler-57 b,CONFIRMED,0,0,59.00,230
10925104,Kepler-114 d,CONFIRMED,0,0,163.50,114
8564587,Kepler-57 c,CONFIRMED,0,0,34.10,117
8806072,Kepler-802 b,CONFIRMED,0,0,62.60,32
4455231,Kepler-288 b,CONFIRMED,0,0,17.40,183
4455231,Kepler-288 d,CONFIRMED,0,0,20.90,21
8972058,Kepler-115 c,CONFIRMED,0,0,93.60,147
7832356,Kepler-855 b,CONFIRMED,0,0,392.30,145
9643874,Kepler-856 b,CONFIRMED,0,0,461.50,142
8800954,Kepler-421 b,CONFIRMED,0,0,96.10,
8583696,Kepler-803 b,CONFIRMED,0,0,99.50,24
4155328,Kepler-820 b,CONFIRMED,0,0,76.90,10
4077526,Kepler-58 b,CONFIRMED,0,0,26.60,107
4077526,Kepler-58 c,CONFIRMED,0,0,24.70,68
4077526,Kepler-58 d,CONFIRMED,0,0,19.00,26
8935810,Kepler-1747 b,CONFIRMED,0,0,31.60,209
2441495,Kepler-479 b,CONFIRMED,0,0,76.20,107
9455556,Kepler-294 c,CONFIRMED,0,0,40.60,194
9455556,Kepler-294 b,CONFIRMED,0,0,19.60,337
3732821,Kepler-790 b,CONFIRMED,0,0,31.00,99
3962357,Kepler-791 b,CONFIRMED,0,0,26.80,75
8394721,Kepler-79 e,CONFIRMED,0,0,19.40,17
8609450,Kepler-282 d,CONFIRMED,0,0,39.40,52
6541920,Kepler-11 c,CONFIRMED,0,0,119.30,99
8609450,Kepler-282 e,CONFIRMED,0,0,40.50,33
8609450,Kepler-282 b,CONFIRMED,0,0,13.20,137
8609450,Kepler-282 c,CONFIRMED,0,0,13.30,96
4243911,Kepler-821 b,CONFIRMED,0,0,30.10,700
4466677,Kepler-822 b,CONFIRMED,0,0,31.30,413
4135665,Kepler-823 b,CONFIRMED,0,0,26.70,324
9269281,Kepler-1748 b,CONFIRMED,0,0,38.10,195
9034103,Kepler-832 b,CONFIRMED,0,0,27.80,186
9214942,Kepler-833 b,CONFIRMED,0,0,33.20,71
3749134,Kepler-792 b,CONFIRMED,0,0,18.50,117
3660924,Kepler-793 b,CONFIRMED,0,0,18.00,249
3939150,Kepler-277 b,CONFIRMED,0,0,49.10,78
8628758,Kepler-804 b,CONFIRMED,0,0,55.20,95
8628758,Kepler-804 c,CONFIRMED,0,0,19.80,138
8742590,Kepler-1742 b,CONFIRMED,0,0,20.40,28
8822366,Kepler-805 b,CONFIRMED,0,0,63.00,47
8972058,Kepler-115 b,CONFIRMED,0,0,16.30,524
4650674,Kepler-824 b,CONFIRMED,0,0,28.40,295
4275721,Kepler-825 b,CONFIRMED,0,0,25.60,290
4275721,Kepler-825 c,CONFIRMED,0,0,27.40,125
8874090,Kepler-834 b,CONFIRMED,0,0,25.90,102
11666881,Kepler-480 b,CONFIRMED,0,0,132.00,272
9264949,Kepler-835 b,CONFIRMED,0,0,23.70,117
9271752,Kepler-836 b,CONFIRMED,0,0,57.00,118
9150827,Kepler-1749 b,CONFIRMED,0,0,32.50,93
3939150,Kepler-277 c,CONFIRMED,0,0,38.20,38
3839488,Kepler-794 b,CONFIRMED,0,0,36.80,123
3442055,Kepler-795 b,CONFIRMED,0,0,42.50,46
12252424,Kepler-113 c,CONFIRMED,0,0,135.80,140
8700771,Kepler-806 b,CONFIRMED,0,0,37.50,168
6541920,Kepler-11 d,CONFIRMED,0,0,122.80,57
4136466,Kepler-826 b,CONFIRMED,0,0,25.90,300
9391208,Kepler-837 b,CONFIRMED,0,0,30.80,82
9391506,Kepler-838 b,CONFIRMED,0,0,42.60,85
8950853,Kepler-839 b,CONFIRMED,0,0,57.90,37
9006449,Kepler-295 b,CONFIRMED,0,0,32.70,110
9006449,Kepler-295 c,CONFIRMED,0,0,23.40,61
9006449,Kepler-295 d,CONFIRMED,0,0,17.20,36
4043190,Kepler-796 b,CONFIRMED,0,0,24.40,207
3640905,Kepler-278 b,CONFIRMED,0,0,32.30,44
3640905,Kepler-278 c,CONFIRMED,0,0,24.10,24
10790387,Kepler-807 b,CONFIRMED,0,0,212.50,11
7303287,Kepler-289 c,CONFIRMED,0,0,544.70,10
7303287,Kepler-289 b,CONFIRMED,0,0,23.40,38
11512246,Kepler-23 c,CONFIRMED,0,0,95.40,126
11517719,Kepler-840 b,CONFIRMED,0,1,171.40,537
12252424,Kepler-113 b,CONFIRMED,0,0,141.40,278
10874614,Kepler-6 b,CONFIRMED,0,0,3003.80,335
6541920,Kepler-11 e,CONFIRMED,0,0,128.00,41
7211141,Kepler-827 b,CONFIRMED,0,0,81.80,25
5084942,Kepler-475 b,CONFIRMED,0,0,178.60,433
11497958,Kepler-296 c,CONFIRMED,0,0,41.10,178
11497958,Kepler-296 d,CONFIRMED,0,0,34.40,53
11512246,Kepler-23 d,CONFIRMED,0,0,40.30,86
10604335,Kepler-283 b,CONFIRMED,0,0,42.10,125
10604335,Kepler-283 c,CONFIRMED,0,0,18.00,14
10864656,Kepler-432 b,CONFIRMED,0,0,116.20,25
10975146,Kepler-808 b,CONFIRMED,0,0,95.80,2115
10538176,Kepler-284 b,CONFIRMED,0,0,30.40,94
6946199,Kepler-1744 b,CONFIRMED,0,0,55.20,31
11497958,Kepler-296 b,CONFIRMED,0,0,16.80,97
11177707,Kepler-841 b,CONFIRMED,0,0,39.90,8
11611600,Kepler-842 b,CONFIRMED,0,0,65.90,1098
11254382,Kepler-843 b,CONFIRMED,0,0,50.00,653
11122894,Kepler-297 b,CONFIRMED,0,0,73.40,36
6677841,Kepler-279 c,CONFIRMED,0,0,58.40,36
6677841,Kepler-279 b,CONFIRMED,0,0,45.90,112
6677841,Kepler-279 d,CONFIRMED,0,0,44.90,23
6383821,Kepler-797 b,CONFIRMED,0,0,44.00,50
10538176,Kepler-284 c,CONFIRMED,0,0,28.90,34
10724369,Kepler-809 b,CONFIRMED,0,0,48.30,27
6541920,Kepler-11 f,CONFIRMED,0,0,59.00,28
10744335,Kepler-810 b,CONFIRMED,0,0,17.00,235
4860678,Kepler-1758 b,CONFIRMED,0,0,21.80,137
5177104,Kepler-904 b,CONFIRMED,0,0,32.90,444
8230616,Kepler-316 b,CONFIRMED,0,0,33.80,598
9836959,Kepler-1766 b,CONFIRMED,0,0,33.90,13
9838949,Kepler-935 b,CONFIRMED,0,0,32.60,276
9895006,Kepler-936 b,CONFIRMED,0,0,21.70,128
9896558,Kepler-937 b,CONFIRMED,0,0,37.20,13
9589323,Kepler-861 b,CONFIRMED,0,0,45.10,341
9823487,Kepler-1753 b,CONFIRMED,0,0,34.30,85
9726659,Kepler-862 b,CONFIRMED,0,0,35.30,278
5371776,Kepler-304 b,CONFIRMED,0,0,114.70,327
5371776,Kepler-304 d,CONFIRMED,0,0,63.10,104
5371776,Kepler-304 c,CONFIRMED,0,0,37.70,181
9573539,Kepler-484 b,CONFIRMED,0,0,66.50,128
5371776,Kepler-304 e,CONFIRMED,0,0,22.20,629
9886661,Kepler-905 b,CONFIRMED,0,0,40.90,262
10055126,Kepler-311 b,CONFIRMED,0,0,34.30,146
10055126,Kepler-311 c,CONFIRMED,0,0,20.30,63
5009743,Kepler-906 b,CONFIRMED,0,0,43.40,33
10015937,Kepler-1767 b,CONFIRMED,0,0,21.20,21
10019065,Kepler-938 b,CONFIRMED,0,0,27.20,26
7950644,Kepler-427 b,CONFIRMED,0,0,1245.70,128
10080248,Kepler-939 b,CONFIRMED,0,0,22.90,91
10213902,Kepler-940 b,CONFIRMED,0,0,31.90,23
11821363,Kepler-1754 b,CONFIRMED,0,0,20.20,77
7629518,Kepler-863 b,CONFIRMED,0,0,49.20,84
10810838,Kepler-482 b,CONFIRMED,0,0,59.40,19
10963065,Kepler-408 b,CONFIRMED,0,0,23.20,426
6268648,Kepler-907 b,CONFIRMED,0,0,28.40,68
5357901,Kepler-425 b,CONFIRMED,0,0,1549.00,356
4278221,Kepler-908 b,CONFIRMED,0,0,37.60,801
10214162,Kepler-941 b,CONFIRMED,0,0,33.20,66
10905746,Kepler-1651 b,CONFIRMED,0,0,49.20,57
8242434,Kepler-942 b,CONFIRMED,0,0,88.00,30
6185331,Kepler-943 b,CONFIRMED,0,0,109.80,21
9636135,Kepler-864 b,CONFIRMED,0,0,36.60,234
7841925,Kepler-865 b,CONFIRMED,0,0,71.50,90
5219234,Kepler-305 b,CONFIRMED,0,0,51.90,207
5219234,Kepler-305 c,CONFIRMED,0,0,34.70,132
5219234,Kepler-305 e,CONFIRMED,0,0,20.60,326
5219234,Kepler-305 d,CONFIRMED,0,0,20.40,60
9015738,Kepler-909 b,CONFIRMED,0,0,28.90,47
7215603,Kepler-910 b,CONFIRMED,0,0,12.40,571
5561278,Kepler-911 b,CONFIRMED,0,0,46.10,67
6387542,Kepler-912 b,CONFIRMED,0,0,51.30,450
6869184,Kepler-944 b,CONFIRMED,0,0,27.10,32
6604328,Kepler-945 b,CONFIRMED,0,0,22.10,41
7439316,Kepler-866 b,CONFIRMED,0,0,30.80,514
12400538,Kepler-867 b,CONFIRMED,0,0,72.30,10
5184584,Kepler-891 b,CONFIRMED,0,0,119.50,24
5438099,Kepler-306 c,CONFIRMED,0,0,48.20,158
5438099,Kepler-306 b,CONFIRMED,0,0,28.20,228
6543893,Kepler-913 b,CONFIRMED,0,0,31.30,111
6543893,Kepler-913 c,CONFIRMED,0,0,15.90,184
6975129,Kepler-312 c,CONFIRMED,0,0,47.10,66
11391018,Kepler-486 b,CONFIRMED,0,0,1126.20,35
8685497,Kepler-914 b,CONFIRMED,0,0,26.40,306
4365645,Kepler-1671 b,CONFIRMED,0,0,32.90,325
8197343,Kepler-946 b,CONFIRMED,0,0,20.70,114
6786348,Kepler-947 b,CONFIRMED,0,0,20.10,54
6209677,Kepler-948 b,CONFIRMED,0,0,23.60,173
9813499,Kepler-868 b,CONFIRMED,0,0,26.30,264
12254792,Kepler-869 b,CONFIRMED,0,0,40.90,35
12020218,Kepler-870 b,CONFIRMED,0,0,33.20,64
7690844,Kepler-871 b,CONFIRMED,0,0,29.70,61
5438099,Kepler-306 d,CONFIRMED,0,0,34.80,67
5438099,Kepler-306 e,CONFIRMED,0,0,28.90,20
8009350,Kepler-892 b,CONFIRMED,0,0,36.80,98
8082001,Kepler-893 b,CONFIRMED,0,0,57.40,174
9277896,Kepler-915 b,CONFIRMED,0,0,27.70,291
9401997,Kepler-916 b,CONFIRMED,0,0,17.90,43
10686864,Kepler-917 b,CONFIRMED,0,0,22.40,362
9631995,Kepler-422 b,CONFIRMED,0,0,1955.10,169
7901948,Kepler-872 b,CONFIRMED,0,0,36.70,524
6442377,Kepler-483 b,CONFIRMED,0,0,71.70,46
10004519,Kepler-894 b,CONFIRMED,0,0,53.10,118
5031857,Kepler-1755 b,CONFIRMED,0,0,123.90,53
10879038,Kepler-918 b,CONFIRMED,0,0,15.40,219
10990917,Kepler-919 b,CONFIRMED,0,0,24.30,96
11046025,Kepler-1759 b,CONFIRMED,0,0,15.00,285
9729691,Kepler-949 b,CONFIRMED,0,0,70.90,126
10904857,Kepler-488 b,CONFIRMED,0,0,113.50,435
8651389,Kepler-1768 b,CONFIRMED,0,0,19.80,88
7871954,Kepler-303 b,CONFIRMED,0,0,42.80,688
7871954,Kepler-303 c,CONFIRMED,0,0,27.20,172
12418724,Kepler-873 b,CONFIRMED,0,0,40.60,66
7456001,Kepler-874 b,CONFIRMED,0,0,62.00,33
10028792,Kepler-87 b,CONFIRMED,0,0,230.60,11
10028792,Kepler-87 c,CONFIRMED,0,0,36.80,4
5299459,Kepler-307 b,CONFIRMED,0,0,69.30,132
11153121,Kepler-313 b,CONFIRMED,0,0,28.90,70
11153121,Kepler-313 c,CONFIRMED,0,0,17.90,30
11177543,Kepler-1760 b,CONFIRMED,0,0,15.00,28
11337141,Kepler-1761 b,CONFIRMED,0,0,21.20,265
3967760,Kepler-317 b,CONFIRMED,0,0,20.70,194
3967760,Kepler-317 c,CONFIRMED,0,0,12.70,119
7549209,Kepler-875 b,CONFIRMED,0,0,30.70,48
7663405,Kepler-876 b,CONFIRMED,0,0,20.20,261
9765975,Kepler-877 b,CONFIRMED,0,0,41.50,73
9818462,Kepler-878 b,CONFIRMED,0,0,31.60,50
6803202,Kepler-1711 b,CONFIRMED,0,0,54.40,65
5299459,Kepler-307 c,CONFIRMED,0,0,51.20,102
9651668,Kepler-423 b,CONFIRMED,0,0,2833.10,501
12506770,Kepler-895 b,CONFIRMED,0,0,22.40,472
11337372,Kepler-920 b,CONFIRMED,0,0,39.60,129
11337833,Kepler-921 b,CONFIRMED,0,0,19.60,21
11547505,Kepler-922 b,CONFIRMED,0,0,54.40,1135
11502867,Kepler-426 b,CONFIRMED,0,0,1287.40,413
9909735,Kepler-318 b,CONFIRMED,0,0,28.20,233
9909735,Kepler-318 c,CONFIRMED,0,0,10.50,85
11551692,Kepler-411 c,CONFIRMED,0,0,246.60,135
11551692,Kepler-411 b,CONFIRMED,0,0,115.10,342
12266636,Kepler-879 b,CONFIRMED,0,0,37.10,39
7869917,Kepler-880 b,CONFIRMED,0,0,33.30,180
9824805,Kepler-881 b,CONFIRMED,0,0,18.00,302
7939330,Kepler-896 b,CONFIRMED,0,0,27.10,10
12602568,Kepler-897 b,CONFIRMED,0,0,36.10,166
9941066,Kepler-898 b,CONFIRMED,0,0,23.20,230
5972334,Kepler-487 b,CONFIRMED,0,0,812.60,71
4650733,Kepler-1762 b,CONFIRMED,0,0,18.80,42
7831264,Kepler-116 c,CONFIRMED,0,0,32.00,98
7691260,Kepler-882 b,CONFIRMED,0,0,26.20,341
9821454,Kepler-59 c,CONFIRMED,0,0,23.30,73
9821454,Kepler-59 b,CONFIRMED,0,0,13.90,109
11954842,Kepler-883 b,CONFIRMED,0,0,38.40,79
5470739,Kepler-899 b,CONFIRMED,0,0,34.30,68
10022908,Kepler-900 b,CONFIRMED,0,0,36.30,157
5617854,Kepler-901 b,CONFIRMED,0,0,52.60,384
4932442,Kepler-923 b,CONFIRMED,0,0,20.10,156
5183357,Kepler-924 b,CONFIRMED,0,0,40.20,22
5269467,Kepler-925 b,CONFIRMED,0,0,23.80,41
11764462,Kepler-884 b,CONFIRMED,0,0,35.30,235
11656246,Kepler-885 b,CONFIRMED,0,0,51.30,71
7808587,Kepler-886 b,CONFIRMED,0,0,30.80,216
4741126,Kepler-887 b,CONFIRMED,0,0,34.70,65
5301750,Kepler-84 b,CONFIRMED,0,0,37.70,155
5301750,Kepler-84 c,CONFIRMED,0,0,33.60,103
5301750,Kepler-84 e,CONFIRMED,0,0,25.30,48
5301750,Kepler-84 d,CONFIRMED,0,0,16.70,275
5301750,Kepler-84 f,CONFIRMED,0,0,16.70,28
5526717,Kepler-926 b,CONFIRMED,0,0,25.60,24
5972334,Kepler-487 d,CONFIRMED,0,0,69.10,426
6034945,Kepler-927 b,CONFIRMED,0,0,21.70,147
8692861,Kepler-69 b,CONFIRMED,0,0,97.90,97
9480310,Kepler-1668 b,CONFIRMED,0,0,59.70,58
4741126,Kepler-887 c,CONFIRMED,0,0,16.60,167
11669125,Kepler-888 b,CONFIRMED,0,0,37.70,18
12159249,Kepler-889 b,CONFIRMED,0,0,25.40,359
5542466,Kepler-1756 b,CONFIRMED,0,0,17.00,421
10028140,Kepler-1757 b,CONFIRMED,0,0,25.50,55
6049190,Kepler-1764 b,CONFIRMED,0,0,45.00,18
6198999,Kepler-928 b,CONFIRMED,0,0,30.60,347
6310636,Kepler-929 b,CONFIRMED,0,0,27.00,1457
6616218,Kepler-314 c,CONFIRMED,0,0,126.10,104
7761545,Kepler-857 b,CONFIRMED,0,0,142.80,17
12365184,Kepler-419 b,CONFIRMED,0,0,300.70,20
4770365,Kepler-1669 c,CONFIRMED,0,0,35.30,751
4770365,Kepler-1669 b,CONFIRMED,0,0,31.90,121
10748390,Kepler-3 b,CONFIRMED,0,0,862.30,215
11804465,Kepler-12 b,CONFIRMED,0,0,3535.60,238
9663113,Kepler-458 c,CONFIRMED,0,0,155.30,52
5289854,Kepler-308 b,CONFIRMED,0,0,18.30,106
5289854,Kepler-308 c,CONFIRMED,0,0,18.40,65
10006581,Kepler-902 b,CONFIRMED,0,0,40.30,34
6616218,Kepler-314 b,CONFIRMED,0,0,18.00,242
7220429,Kepler-931 b,CONFIRMED,0,0,31.10,168
12406749,Kepler-1752 b,CONFIRMED,0,0,44.40,22
8692861,Kepler-69 c,CONFIRMED,0,0,23.20,6
12403119,Kepler-858 b,CONFIRMED,0,0,339.40,16
10027323,Kepler-309 b,CONFIRMED,0,0,26.40,178
10027323,Kepler-309 c,CONFIRMED,0,0,22.60,11
12019440,Kepler-485 b,CONFIRMED,0,0,1586.20,413
10004738,Kepler-310 c,CONFIRMED,0,0,70.00,24
10004738,Kepler-310 d,CONFIRMED,0,0,37.90,16
7304449,Kepler-1650 b,CONFIRMED,0,0,47.70,852
7386827,Kepler-1765 b,CONFIRMED,0,0,42.10,128
7522911,Kepler-1670 b,CONFIRMED,0,0,21.10,67
7626370,Kepler-932 b,CONFIRMED,0,0,56.70,697
7703955,Kepler-315 b,CONFIRMED,0,0,28.70,14
7512982,Kepler-859 b,CONFIRMED,0,0,46.80,67
9597806,Kepler-860 b,CONFIRMED,0,0,55.10,220
9663113,Kepler-458 b,CONFIRMED,0,0,78.60,4
10004738,Kepler-310 b,CONFIRMED,0,0,14.90,93
5474613,Kepler-1659 c,CONFIRMED,0,0,24.50,69
5438757,Kepler-903 b,CONFIRMED,0,0,36.50,131
5438757,Kepler-903 c,CONFIRMED,0,0,28.70,19
5972334,Kepler-487 c,CONFIRMED,0,0,24.80,24
7815744,Kepler-933 b,CONFIRMED,0,0,26.70,49
7955580,Kepler-934 b,CONFIRMED,0,0,22.70,22
8230616,Kepler-316 c,CONFIRMED,0,0,32.20,188
7898352,Kepler-302 c,CONFIRMED,0,0,148.10,11
11402995,Kepler-481 b,CONFIRMED,0,0,86.40,130
7898352,Kepler-302 b,CONFIRMED,0,0,37.90,41
7951018,Kepler-890 b,CONFIRMED,0,0,265.40,26
7747425,Kepler-341 e,CONFIRMED,0,0,22.80,30
9892816,Kepler-342 b,CONFIRMED,0,0,45.40,90
9892816,Kepler-342 d,CONFIRMED,0,0,41.60,33
9836149,Kepler-66 b,CONFIRMED,0,0,22.50,75
4813563,Kepler-1026 b,CONFIRMED,0,0,34.70,31
2985767,Kepler-1063 b,CONFIRMED,0,0,26.20,94
2304320,Kepler-1064 b,CONFIRMED,0,0,32.80,80
3657758,Kepler-1065 b,CONFIRMED,0,0,35.00,242
9790806,Kepler-1066 b,CONFIRMED,0,0,8.60,552
6382217,Kepler-353 c,CONFIRMED,0,0,27.60,162
5375194,Kepler-964 b,CONFIRMED,0,0,22.40,77
6468138,Kepler-965 b,CONFIRMED,0,0,57.20,9
10019708,Kepler-490 b,CONFIRMED,0,0,1429.90,413
11875734,Kepler-966 b,CONFIRMED,0,0,45.60,11
7046804,Kepler-492 b,CONFIRMED,0,0,707.30,111
7449136,Kepler-1002 b,CONFIRMED,0,0,48.00,312
8680979,Kepler-330 c,CONFIRMED,0,0,39.00,82
8680979,Kepler-330 b,CONFIRMED,0,0,18.30,154
9030537,Kepler-1674 b,CONFIRMED,0,0,35.00,21
6949061,Kepler-343 b,CONFIRMED,0,0,38.20,145
7269493,Kepler-1027 b,CONFIRMED,0,0,40.90,703
11657891,Kepler-1028 b,CONFIRMED,0,0,33.30,526
6305192,Kepler-494 b,CONFIRMED,0,0,373.00,169
6382217,Kepler-353 b,CONFIRMED,0,0,14.80,219
8950568,Kepler-85 b,CONFIRMED,0,0,28.50,158
3326377,Kepler-967 b,CONFIRMED,0,0,51.80,100
11601584,Kepler-324 c,CONFIRMED,0,0,56.80,17
11601584,Kepler-324 b,CONFIRMED,0,0,25.90,240
11601584,Kepler-324 d,CONFIRMED,0,0,11.60,27
11601584,Kepler-324 e,CONFIRMED,0,0,17.10,71
8689793,Kepler-1003 b,CONFIRMED,0,0,40.80,377
11673802,Kepler-1004 b,CONFIRMED,0,0,90.60,255
4263293,Kepler-331 b,CONFIRMED,0,0,21.80,164
4263293,Kepler-331 c,CONFIRMED,0,0,20.30,81
4263293,Kepler-331 d,CONFIRMED,0,0,11.80,40
5695524,Kepler-1774 b,CONFIRMED,0,0,38.50,23
6205897,Kepler-1029 b,CONFIRMED,0,0,35.10,302
7948784,Kepler-1778 b,CONFIRMED,0,0,39.90,130
9244756,Kepler-1779 b,CONFIRMED,0,0,34.00,84
9650808,Kepler-344 b,CONFIRMED,0,0,26.90,63
9650808,Kepler-344 c,CONFIRMED,0,0,23.30,10
8950568,Kepler-85 c,CONFIRMED,0,0,30.00,103
8950568,Kepler-85 d,CONFIRMED,0,0,11.40,65
8950568,Kepler-85 e,CONFIRMED,0,0,9.90,53
8804845,Kepler-1067 c,CONFIRMED,0,0,26.10,250
10480915,Kepler-1785 b,CONFIRMED,0,0,27.10,57
11709244,Kepler-325 b,CONFIRMED,0,0,42.50,299
11709244,Kepler-325 c,CONFIRMED,0,0,17.40,95
11709244,Kepler-325 d,CONFIRMED,0,0,16.20,34
11853878,Kepler-968 b,CONFIRMED,0,0,33.90,287
5728139,Kepler-433 b,CONFIRMED,0,0,653.40,253
7668663,Kepler-1005 b,CONFIRMED,0,0,41.20,200
7047922,Kepler-1006 b,CONFIRMED,0,0,35.30,68
9353314,Kepler-1007 b,CONFIRMED,0,0,36.40,261
3629967,Kepler-1775 b,CONFIRMED,0,0,36.60,16
9347009,Kepler-1030 b,CONFIRMED,0,0,26.80,67
4917596,Kepler-1032 b,CONFIRMED,0,0,30.30,408
11046458,Kepler-424 b,CONFIRMED,0,0,448.20,319
7132798,Kepler-119 b,CONFIRMED,0,0,423.70,551
3448130,Kepler-1786 b,CONFIRMED,0,0,35.60,18
9656252,Kepler-1068 b,CONFIRMED,0,0,40.80,70
6026438,Kepler-354 b,CONFIRMED,0,0,32.10,188
9471268,Kepler-326 c,CONFIRMED,0,0,49.80,268
9471268,Kepler-326 b,CONFIRMED,0,0,59.70,596
9471268,Kepler-326 d,CONFIRMED,0,0,29.70,169
10657406,Kepler-969 b,CONFIRMED,0,0,38.90,42
5526527,Kepler-970 b,CONFIRMED,0,0,9.90,80
8766650,Kepler-1008 b,CONFIRMED,0,0,24.90,104
10328393,Kepler-332 b,CONFIRMED,0,0,32.50,176
7094486,Kepler-1009 b,CONFIRMED,0,0,38.30,116
7289577,Kepler-1780 b,CONFIRMED,0,0,30.10,11
8543100,Kepler-1033 b,CONFIRMED,0,0,34.60,170
2693736,Kepler-1034 b,CONFIRMED,0,0,40.10,114
9412760,Kepler-345 c,CONFIRMED,0,0,22.30,138
9412760,Kepler-345 b,CONFIRMED,0,0,11.80,175
6026438,Kepler-354 d,CONFIRMED,0,0,14.10,41
10663396,Kepler-1069 b,CONFIRMED,0,0,61.50,30
11457726,Kepler-1070 b,CONFIRMED,0,0,29.00,215
8956206,Kepler-1071 b,CONFIRMED,0,0,29.00,217
9649706,Kepler-1072 b,CONFIRMED,0,0,48.70,859
5856571,Kepler-971 b,CONFIRMED,0,0,40.00,113
7765528,Kepler-972 b,CONFIRMED,0,0,48.60,187
11760231,Kepler-973 b,CONFIRMED,0,0,44.90,28
7779077,Kepler-1770 b,CONFIRMED,0,0,23.60,78
6046540,Kepler-74 b,CONFIRMED,0,0,856.30,184
5706966,Kepler-333 b,CONFIRMED,0,0,33.20,107
3762468,Kepler-493 b,CONFIRMED,0,0,80.80,354
5706966,Kepler-333 c,CONFIRMED,0,0,21.00,52
10130039,Kepler-334 c,CONFIRMED,0,0,41.70,106
10130039,Kepler-334 b,CONFIRMED,0,0,32.70,231
9518318,Kepler-346 b,CONFIRMED,0,0,38.40,209
9518318,Kepler-346 c,CONFIRMED,0,0,28.60,54
7273277,Kepler-1035 b,CONFIRMED,0,0,36.80,493
11769890,Kepler-1036 b,CONFIRMED,0,0,41.90,11
6862721,Kepler-1781 b,CONFIRMED,0,0,17.40,272
12301181,Kepler-1076 b,CONFIRMED,0,0,26.80,221
9279354,Kepler-1788 b,CONFIRMED,0,0,33.50,482
6774880,Kepler-1077 b,CONFIRMED,0,0,28.80,37
3937519,Kepler-495 b,CONFIRMED,0,0,480.70,398
7449541,Kepler-1078 b,CONFIRMED,0,0,30.00,455
5080636,Kepler-974 b,CONFIRMED,0,0,45.00,245
3338885,Kepler-975 b,CONFIRMED,0,0,56.30,675
6776401,Kepler-977 b,CONFIRMED,0,0,53.30,51
10130039,Kepler-334 d,CONFIRMED,0,0,21.30,50
8226050,Kepler-1010 b,CONFIRMED,0,0,38.20,37
9965957,Kepler-1011 b,CONFIRMED,0,0,31.80,186
9704384,Kepler-1012 b,CONFIRMED,0,0,38.20,241
8426567,Kepler-1013 b,CONFIRMED,0,0,26.20,69
10094670,Kepler-1677 b,CONFIRMED,0,0,31.50,47
8142942,Kepler-1782 b,CONFIRMED,0,0,45.50,235
8257205,Kepler-1038 b,CONFIRMED,0,0,33.70,9
9044228,Kepler-1039 b,CONFIRMED,0,0,57.80,1432
7265298,Kepler-355 c,CONFIRMED,0,0,38.00,47
7265298,Kepler-355 b,CONFIRMED,0,0,14.10,105
